,Query,Expected Intent,Predicted Intent,AddToPlaylist,BookRestaurant,GetWeather,PlayMusic,RateBook,SearchCreativeWork,SearchScreeningEvent
11,I need to add baro ferret to the Urban Hits under my name,AddToPlaylist,AddToPlaylist,0.9338225242745669,0.012790700128634862,,,0.0032047528950149133,0.04848644321974725,0.001072632333851946
12,Add the artist to the political punks playlist.,AddToPlaylist,AddToPlaylist,0.9892265709226854,,,0.0008740856946714136,0.00012421005309489012,0.009475149830295517,0.00026201458933629247
13,add tierney sutton to my Novedades Viernes Sudamerica playlist,AddToPlaylist,AddToPlaylist,0.9999152518195228,5.5060672577694894e-06,,3.40920483777838e-06,2.9168270975695662e-06,7.140786589505671e-05,
14,Add Ted Heath to the road trip playlist.,AddToPlaylist,AddToPlaylist,0.963669918921371,0.0011278845471486838,0.002910425015483607,,,0.025042605564278928,0.005301598843702933
15,Add the Matt Murphy tune to the Flow Espanol playlist.,AddToPlaylist,AddToPlaylist,0.946759382593363,,,0.000997806958731369,0.0008596232626381171,0.05024514294495138,0.000802203117081511
16,Add the chris clark tune to my women of the blues playlist.,AddToPlaylist,AddToPlaylist,0.9550882205066806,,,0.0030796680998269,0.003208566077501114,0.03393714762769386,0.0037503238149427633
17,Add Roel van Velzen to my party of the century playlist.,AddToPlaylist,AddToPlaylist,0.9797986575014751,0.001203586178495599,,0.004692656106342135,0.0013340054162199288,0.012755772763377278,
18,Add the album to the Hipster Soul playlist.,AddToPlaylist,AddToPlaylist,0.9793877668158556,,,0.0003128744853612058,0.00026087901916514456,0.01919742454760711,0.000806167304791492
19,Add the song virales de siempre by the cary brothers to my gym playlist.,AddToPlaylist,AddToPlaylist,0.9910247971233447,0.0012206212698890795,,0.004698220342210651,,0.0013694407405075494,0.0010471178581056872
20,Add a track to Jazzy Dinner,AddToPlaylist,AddToPlaylist,0.9468063127816956,0.005458388003367662,,0.0042462907298917675,,0.043208688218062195,0.0001304239180519125
21,Add this tune to dorthy's 80's party playlist,AddToPlaylist,AddToPlaylist,0.9954776293323288,,0.0012659562880296263,0.000900603226891186,,0.0007022661233117133,0.0013376666514827384
22,Add this album to the Spanish Beat playlist,AddToPlaylist,AddToPlaylist,0.9930812876156736,,,0.0004932940814977111,0.00031093787292154815,0.005498107018894481,0.0005769196508827292
23,Add an artist to Jukebox Boogie Rhythm & Blues,AddToPlaylist,AddToPlaylist,0.9809952323457151,0.0004578611166756331,,0.0002143539973100093,,0.018111175961813955,0.00013439386882575148
24,Put abe laboriel onto the Escapada playlist.,AddToPlaylist,AddToPlaylist,0.9921509012854338,,,0.0013938025274739085,0.00042847445418607946,0.005426076239163982,0.00042007208316623617
25,Add martin barre to my punk unplugged playlist.,AddToPlaylist,AddToPlaylist,0.9996249186213858,2.0317843532656657e-05,,4.5039839132297245e-05,,0.0002737230422252049,1.9439729442296887e-05
26,Can you put the artist Giovanni Giacomo Gastoldi onto the Chill Out Music playlist?,AddToPlaylist,AddToPlaylist,0.9687690376752536,0.0008043429708903113,,0.00046425793222946364,,0.028582729936304164,0.0010482134959128497
27,Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,AddToPlaylist,AddToPlaylist,0.886842810591235,0.010027894980783917,,,0.007451295554152125,0.05823593860005992,0.03459342788924682
28,Add a song to my playlist madden nfl 16,AddToPlaylist,AddToPlaylist,0.9956600600835463,0.0005547211938471141,,0.0018683796463991372,0.001230839713719491,0.0006362569502293026,
29,Please add this track by Paul McGuigan to the Deep House playlist.,AddToPlaylist,AddToPlaylist,0.9877179041180938,,,0.002480168447679233,0.0004566021471540197,0.007731987197359236,0.0009598906330699752
30,Add the artist to my dishwashing playlist.,AddToPlaylist,AddToPlaylist,0.9996896812594258,,,4.6409398202125715e-05,4.7178880684641915e-06,0.00024376529944323245,1.266840956382888e-05
31,Add the artist Adam Deibert to my Perfect Concentration playlist.,AddToPlaylist,AddToPlaylist,0.9990400591889369,0.00020498087918787808,,,6.4918547454684e-05,0.000598486365364363,4.746255894590864e-05
32,add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,AddToPlaylist,AddToPlaylist,0.524012320648882,0.08657986161360239,,0.02802087894412191,0.02230542275580547,,0.31908916283898614
33,Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,AddToPlaylist,AddToPlaylist,0.8565805600067562,0.019331812065174175,0.003498308055306903,,0.01510598228765297,0.1030416351911702,
34,Add the 40 cal tune to the laundry playlist.,AddToPlaylist,AddToPlaylist,0.9307608177494332,,,0.001745759721240148,0.021682213623390744,0.043050652348835164,0.0011371521311769512
35,Add porter wagoner to the The Sleep Machine Waterscapes playlist.,AddToPlaylist,AddToPlaylist,0.6927529217083854,,0.0024335251075939756,0.0029796431866204874,,0.2962478178341829,0.0027377352772548825
36,Add lofty fake anagram to the la mejor musica de bso playlist.,AddToPlaylist,AddToPlaylist,0.9651653917468554,0.019689272086147326,,,0.00041708264108684983,0.013804066721566801,0.0005159806892506809
37,add we have a theme song to my House Afterwork playlist,AddToPlaylist,AddToPlaylist,0.9858855285216738,0.0005717717747776048,,0.0015268415919463432,,0.010656281806547811,0.0011996965562700085
38,put the artist onto Top Latin Alternative.,AddToPlaylist,AddToPlaylist,0.9756083851289248,,,0.00418960366162259,0.00359953585149855,0.013637499291561113,0.0015795105872644093
39,Add kent james to the disney soundtrack.,AddToPlaylist,AddToPlaylist,0.4930005736607446,0.002913972819066157,,,0.0024213619236552546,0.4838090608783185,0.016908485436413524
40,add nuba to my Metal Party playlist,AddToPlaylist,AddToPlaylist,0.9998193565840473,1.8138982362753377e-06,,8.504754380699988e-05,1.548222766234862e-06,9.066237061834463e-05,
41,Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,AddToPlaylist,AddToPlaylist,0.8484185888849212,0.01719233926464287,0.008029649994977312,,0.036743438771103275,0.0858000069385005,
42,Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,AddToPlaylist,AddToPlaylist,0.6529923274893781,0.01806647640280368,,,0.010211035552937318,0.30778161957234407,0.0084637811654581
43,Add this album to Old School Death Metal,AddToPlaylist,AddToPlaylist,0.946088410027503,,,0.002325219125877155,0.004388696850501721,0.044044851642663,0.0023226489579051776
44,add this artist to my Electronic Bliss playlist,AddToPlaylist,AddToPlaylist,0.9999443518525318,,,3.2452564027884726e-06,2.046477276696626e-06,4.817790708599866e-05,1.5641212713215595e-06
45,Add the album to my Perfect Concentration playlist.,AddToPlaylist,AddToPlaylist,0.9975669538476064,,,0.00011528153218729344,8.345377688943035e-05,0.0020926165493377427,0.00010128661127341538
46,add a song in my All Out 60s,AddToPlaylist,AddToPlaylist,0.9955093575312961,0.00044298000297379655,,0.003368287708901702,0.00034381232168605673,,0.00015188398425692456
47,add digging now to my Young at Heart playlist,AddToPlaylist,AddToPlaylist,0.9943879160749167,0.00046271984095357576,,0.00022472211178048643,,0.0003703290733940588,0.004476391378737973
48,add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,AddToPlaylist,AddToPlaylist,0.9922659973014775,0.005890005980677916,,0.0004917542948232057,0.0006304558888564133,,0.0003686769098804614
49,add the song to my We Everywhere playlist,AddToPlaylist,AddToPlaylist,0.976859187531552,,,0.00021069262119382566,3.534701071769494e-05,0.022551988284633517,0.0003316014554912317
50,Add the album to the Might and Myth Power Metal playlist.,AddToPlaylist,AddToPlaylist,0.8776073298208663,,,0.005718058823766772,0.0024225795593745656,0.10849723519599362,0.005053152169856203
51,Add a song to this is racionais mc's,AddToPlaylist,AddToPlaylist,0.80041989545691,0.004980709311444023,0.005251364487612509,,,0.16067116715514748,0.024657025675665238
52,"Add Jerry Calliste, Jr to my Te quiero playlist.",AddToPlaylist,AddToPlaylist,0.9996251346191993,5.399889946212307e-05,,2.769735340030537e-05,1.810770082529521e-05,0.00025162375456686713,
53,Add sarah slean to my playlist Mellowed Out Gaming,AddToPlaylist,AddToPlaylist,0.9992780061585518,,,6.604853892631631e-05,2.5097772734903954e-05,0.0005865297728455376,2.6615678302527368e-05
54,Add the album to my Flow Espanol playlist.,AddToPlaylist,AddToPlaylist,0.9990449214600056,,,8.157500639258223e-05,2.1514669161530133e-05,0.0008238321263382625,2.4286414952834186e-05
55,add this artist to my spotlight on country 2016 playlist,AddToPlaylist,AddToPlaylist,0.9987434405173461,,6.143974897612929e-05,0.0003328084475358806,0.0001281743065825285,0.000651108087690697,
56,Add give us rest to my 70s Smash Hits playlist.,AddToPlaylist,AddToPlaylist,0.9995819516586408,,,4.7668954074431145e-05,0.00013639395972873722,0.0001604342091562323,5.4710935588557354e-05
57,Add the track to the work playlist.,AddToPlaylist,SearchCreativeWork,0.4683646847279995,,,0.0014729139843997741,0.00022071412978941338,0.5293033698919715,0.0005851634201043495
58,For my fantastic workout can you add sara bareilles?,AddToPlaylist,AddToPlaylist,0.9604910746190604,0.013556513041952324,,0.00011466287719913978,,0.022059421302620993,0.0035924615813230478
59,Add emilie autumn to my Nacao Reggae playlist.,AddToPlaylist,AddToPlaylist,0.9999572559167106,3.600274458127608e-06,,5.96730609762253e-06,,2.5325402306844975e-05,5.381168079633094e-06
60,add this tune to my Sleepify playlist,AddToPlaylist,AddToPlaylist,0.9998924368676119,,,6.1559515029481946e-06,1.0007752739050863e-06,9.896069935256841e-05,1.261348986066166e-06
61,add track in my playlist called Hands Up,AddToPlaylist,AddToPlaylist,0.9992682978361329,1.3447433404436936e-05,,0.0001271255223403935,,0.0005610702118757938,1.7936688959614916e-05
62,Add the album to my Club Hits playlist.,AddToPlaylist,AddToPlaylist,0.9984062013889927,,,0.0006704939348246133,6.0269486362662304e-05,0.0006014987685444602,0.00024572058912280636
63,I'd like to add jordan rudess onto the Divertido para ninos playlist.,AddToPlaylist,AddToPlaylist,0.9566822659189335,0.0028605592273483827,,,0.000390132086022286,0.039545930333292116,0.0004414756290597617
64,I'd like for you to add bobby brown to my enamorandose playlist.,AddToPlaylist,AddToPlaylist,0.9576298852006723,0.005446691141579523,,,5.691905883186637e-05,0.03647585400220045,0.0003253161149212916
65,I need to add to my Infinite Indie Folk list the works of Rahim Shah,AddToPlaylist,AddToPlaylist,0.8192468650312816,0.002419322891347556,,,0.0021898106743826417,0.1731290262157351,0.0028876073103456137
66,add Jonathan Sprout album to my this is miranda lambert playlist,AddToPlaylist,AddToPlaylist,0.9984919897749259,0.00020772899418854807,0.00019341433509568825,,,0.00028014038118089263,0.0006192963494833108
67,add Muzika za decu to my Crash Course playlist,AddToPlaylist,AddToPlaylist,0.9993266143245441,7.800745783085998e-05,,4.1943598263980593e-05,3.054377582171341e-05,0.0005018336694463849,
68,Add jo stafford music to the workout twerkout playlist,AddToPlaylist,AddToPlaylist,0.9928722928823525,,,0.00017753782197399946,7.183365279228883e-05,0.006692381091855937,0.00014808027100576842
69,Add Richard McNamara newest song to the Just Smile playlist,AddToPlaylist,AddToPlaylist,0.985071007578852,,,0.00023896643421364002,0.0003662624839223733,0.013320488777006145,0.0008487589143048024
70,Add Andy Hunter to my Evening Commute playlist.,AddToPlaylist,AddToPlaylist,0.9964788586612234,0.0002459097788043424,,0.0003430796723979195,,0.0023672866726946154,0.00043613602378213777
71,add the current track to my This Is Tchaikovsky playlist,AddToPlaylist,AddToPlaylist,0.9912523711893461,,0.0002522450936725395,,0.0002392193641905415,0.007536285785489971,0.0006031863618685857
72,Can I put this tune onto my sin estres playlist?,AddToPlaylist,AddToPlaylist,0.9964956145542452,5.243170392597667e-05,,,6.454644140521625e-05,0.0032822089059226585,7.784093141715633e-05
73,Add the boy george track to the Emo Forever playlist.,AddToPlaylist,AddToPlaylist,0.8068249479173898,,,0.0032682347567248734,0.0019624168907399838,0.183713783256221,0.0032616274955351338
74,Add jack white to my playlist This Is Shakira,AddToPlaylist,AddToPlaylist,0.9948304655780333,,0.00016196799788248194,7.689272956292477e-05,,0.004090707002153001,0.0007203881464142092
75,add this song by Too Poetic to my Piano Ballads playlist,AddToPlaylist,AddToPlaylist,0.9995404136030792,,,0.00035453941993742225,1.065925550923377e-05,6.84135917416409e-05,2.17877877332821e-05
76,add Farhad Darya songs in virales de siempre,AddToPlaylist,AddToPlaylist,0.9954620983255266,0.004228733526628102,,5.12453805393761e-05,2.7191164790261445e-05,,0.00020471601212912165
77,add this track to my Hands Up playlist,AddToPlaylist,AddToPlaylist,0.9957773559825401,1.5870797104955065e-06,,5.4551335689114066e-05,,0.004162190664954734,2.099189046300949e-06
78,Add the track to the drum & breaks playlist.,AddToPlaylist,AddToPlaylist,0.8667557378845625,,,0.0008908860318046475,0.000448426898263176,0.13139866835440187,0.00034043764074415296
79,Add millie corretjer to the rhythm playlist,AddToPlaylist,AddToPlaylist,0.9721350322721016,,,0.0013424812838563765,0.00042484524193878566,0.025516782124010456,0.00044881100437108007
80,Add Recalled to Life to This Is Alejandro Fernandez,AddToPlaylist,AddToPlaylist,0.6499166578238568,0.0015375028798266242,0.006802283709062421,,,0.3243530608173112,0.016099420877668445
81,Add Michael Wittig music to Country Icon playlist,AddToPlaylist,AddToPlaylist,0.9952527071175497,,,0.00033270707623316703,5.556501089763564e-05,0.0033981168290155832,0.0009151357566959838
82,add Highway Patrolman in my playlist this is al green,AddToPlaylist,AddToPlaylist,0.9802527266104553,0.0021320038478861436,0.01384544627167834,,0.00038343523665831345,,0.0028205781017622616
83,add A Very Cellular Song to masters of metal playlist,AddToPlaylist,AddToPlaylist,0.787426760300408,0.0013336891233053333,,0.017012547605017872,0.0057100764367558334,0.18767823212547735,
84,Add Toyan to my Epic Gaming playlist.,AddToPlaylist,AddToPlaylist,0.9991789771707255,,,1.945453144137672e-05,7.82689051311479e-06,0.0007180536741029577,7.008351728269723e-05
85,can you add the current tune to my Calm before the storm playlist,AddToPlaylist,AddToPlaylist,0.9404547410554288,0.001071000127099604,0.001020451283129722,0.0012122127935173489,,0.054333137801193476,
86,Add Annesley Malewana album to playlist indietronic,AddToPlaylist,AddToPlaylist,0.99972738125698,,,5.003831289985572e-07,9.308571569589692e-07,0.0002604404428906041,1.0277502232733629e-05
87,add tommy johnson to The MetalSucks Playlist,AddToPlaylist,AddToPlaylist,0.9751695091586855,,,0.0013311648197626847,0.00014836287433952334,0.022986091837488867,0.00028087006312232444
88,Please add The image of you to my playlist Crate Diggers Anonymous,AddToPlaylist,AddToPlaylist,0.9059371129585326,0.0011733890494377043,,0.0023577512663063914,0.0021050034915017796,0.08719269732181803,
89,"Onto jerry's Classical Moments in Movies, please add the album.",AddToPlaylist,AddToPlaylist,0.8030690470587377,0.007638735587828316,,0.007296910899606705,,0.01173482592204822,0.16372030953250694
90,Add the album to the The Sweet Suite playlist.,AddToPlaylist,AddToPlaylist,0.8620728504701536,,,0.001950669072627022,0.0017410340995798513,0.12964281975538197,0.004348655875693756
91,Please add some Pete Townshend to my playlist Fiesta Hits con Lali,AddToPlaylist,AddToPlaylist,0.9989232132199348,5.12866476615844e-05,,9.089937892969568e-05,,0.0007795941411126359,0.00011727006547983953
92,Add a track to playlist Cena con Amigos,AddToPlaylist,AddToPlaylist,0.9732590655490786,0.0016319285718994724,,0.00044934493556639444,,0.024486010774850558,7.732902244205207e-05
93,Add this artist to fairy tales playlist,AddToPlaylist,AddToPlaylist,0.9949304765235929,,,5.216212448032369e-05,5.067393220026736e-05,0.004664326902361199,0.0002729104026092708
94,Add the song to the Mac 'N Cheese playlist.,AddToPlaylist,AddToPlaylist,0.8496836941800237,,,0.0013045011199027514,0.0028774231071637744,0.14109235933531214,0.004736000762776864
95,"To the travelling playlist, please add this David Gahan song.",AddToPlaylist,AddToPlaylist,0.9895831325479468,,,0.0001950621291977961,0.0002307909779327206,0.008964091648635847,0.0007986331397840994
96,Put petar georgiev kalica onto the Old School Hip Hop playlist.,AddToPlaylist,AddToPlaylist,0.9907483880764428,,,0.002203871194164474,0.0007230786829161034,0.005002166117163602,0.001051006870545861
97,Add the album to the hot 50 playlist.,AddToPlaylist,AddToPlaylist,0.9731007864802016,,,0.0022054623722987626,0.013051752289278226,0.0072864773644725255,0.0031305591100875556
98,Add The Famous Flower of Serving-Men to my evening acoustic playlist.,AddToPlaylist,AddToPlaylist,0.9022097510664278,0.009385642866701427,,0.009534920369113057,0.013126768267087661,0.05786316927467594,
99,Can you put this song from Yutaka Ozaki onto my this is miles davis playlist?,AddToPlaylist,AddToPlaylist,0.9928507143090716,0.0010242661075092862,0.001031657808613341,,,0.003324225360769156,0.0014456987045572069
100,I want to book a joint close by the naomi's hostel for a meal for 8 people.,BookRestaurant,BookRestaurant,0.0011011466293099007,0.9936860872063389,0.0009195052687733754,,0.0009524123654767914,0.0025500292366918476,
101,I would like to book a restaurant in Tanzania that is within walking distance for my mom and I,BookRestaurant,BookRestaurant,0.0017497033286654386,0.9971931447608691,0.00013669303807061826,,,0.000541222263954697,0.00032003075621029817
102,book spot for four at a indoor pub within the same area of Louisiana in one minute,BookRestaurant,BookRestaurant,6.030076759330553e-05,0.9979242853528486,0.0007534838862692294,,0.00023322141559702618,,0.0009623111709432893
103,I want to book a restaurant for five people in Sri Lanka.,BookRestaurant,BookRestaurant,0.0018044113527181872,0.9958920334401368,,,0.0004316263317889398,0.0012343646089287385,0.00037392104873969575
104,Book a reservation for nine people at the best pub nearby Tangier in six months,BookRestaurant,BookRestaurant,,0.9990033948958216,0.0003353804118969058,2.0685661326725498e-05,9.394036155549642e-05,,0.0005269667132006244
105,Book spot for 9 at Thurmont,BookRestaurant,BookRestaurant,,0.90470557509524,0.007467720355284047,9.759560799638116e-05,0.012240937860872029,,0.07542450130614355
106,Book a reservation for my mommy and I at a restaurant in Central African Republic,BookRestaurant,BookRestaurant,1.2319932548649996e-05,0.9999774994721463,3.3103413542781175e-06,,2.3402636123006166e-06,,2.045952584225765e-06
107,I would like to book a highly rated restaurant for a party of ten.,BookRestaurant,BookRestaurant,0.0004327158828841428,0.9933488450286934,,0.00021967619138985874,0.002269797066948504,0.0035776631457147883,
108,Book me a reservation for a party of 3 at a pub in Northern Mariana Islands,BookRestaurant,BookRestaurant,9.211679826870623e-07,0.9999802881464827,8.972729774646422e-06,3.354331240023236e-06,6.042548742110784e-06,,
109,I want to book a top-rated brasserie for 7 people.,BookRestaurant,BookRestaurant,0.0015085897186487356,0.9304297626128816,0.000802620895530926,,0.04070809575291183,0.025813341482131585,
110,"Book me and my nieces a reservation for a seafood restaurant in Cle Elum, NE on ascension day",BookRestaurant,BookRestaurant,4.2142858216620346e-05,0.9999358117285393,4.236027755607455e-06,3.7091139971259106e-06,,9.690076094661702e-06,
111,need a table somewhere in Quarryville 14 hours from now,BookRestaurant,GetWeather,0.0009042472348842045,0.07488009842723224,0.9159779027956354,0.005297727720873979,0.0022700717268271543,,
112,Please book me a table at a pizzeria with a parking facility in Ghana.,BookRestaurant,BookRestaurant,7.756324321611507e-05,0.9998322854162328,1.2154555612095112e-05,5.1647898447939515e-05,,,1.3797290849383145e-05
113,I need a table for 4; please confirm the reservation.,BookRestaurant,BookRestaurant,0.0041701196538964,0.7209037186621723,0.004041367815589262,,0.2484363762420084,0.020692113771017207,
114,Book me a reservation for the best bistro,BookRestaurant,BookRestaurant,,0.9564154365614834,,0.004395111115199522,0.0006295665323649904,0.0370316808671453,0.0009550695459568797
115,Book a reservation for an osteria restaurant for 4 people on november 4,BookRestaurant,BookRestaurant,,0.9842066157787509,0.0010362948211379748,1.3185117417285015e-05,0.014643632420759665,9.48820949169086e-05,
116,I want to eat a delicatessen in thirteen hours that serves eastern european food,BookRestaurant,BookRestaurant,0.003230052509653353,0.9889914438669405,0.004827391356775731,,,0.0016453268154814188,0.0007761289801439474
117,Book seven in neighboring Moorpark,BookRestaurant,BookRestaurant,,0.7100552247866764,0.12158878994243295,0.010300272660717166,0.024955488723288097,,0.12421512257089044
118,Book a table for 12 am. at our step mother's secondary residence within walking distance for one,BookRestaurant,BookRestaurant,0.0002765862061441201,0.9939040491900406,0.0024463262472878334,,0.0024642279493026177,,0.0006624852042381741
119,I want to book a sundanese gastropub nearby in Texas for 3 people on 5/20/2025.,BookRestaurant,BookRestaurant,0.0003103225812661433,0.9850799357038968,0.005667251977050398,,0.007195784583127934,0.0017110110723853058,
120,book a table near pat's college,BookRestaurant,BookRestaurant,0.004097918154644544,0.8258535224683127,,0.12158932041372808,,0.03299527179520782,0.00876457876344498
121,book a table in Fiji for zero a.m,BookRestaurant,BookRestaurant,,0.9426255076942565,0.036733603809675865,0.007541791607440248,0.004796740454191495,,0.004338328557699799
122,"Can you book me a table at Windows on the World in Cokeville , MI?",BookRestaurant,BookRestaurant,0.0004472724619553241,0.9619486714006347,0.0008366582739104375,,,0.033106981766793275,0.003277211411241268
123,I want to book a restaurant close-by in Inman for five people.,BookRestaurant,BookRestaurant,0.0015939350274215742,0.9960127956397855,0.0005003417078881408,,,0.0006512452208625227,0.0006386408514736548
124,Book spot for 9,BookRestaurant,RateBook,,0.11548730220850133,0.015017918432984013,,0.8579928309396526,0.004387580341849982,0.006161447427097387
125,Please book me a restaurant,BookRestaurant,BookRestaurant,0.0011115318729224754,0.9793553299728569,,0.0023179661095109935,7.949093723079541e-05,0.017089904910044286,
126,"Book sot for 7 at a restaurant that serves european in Stringtown on Feb. the 28th, 2034",BookRestaurant,BookRestaurant,2.2640246069570688e-05,0.9988429873113234,0.0007298200596513066,,0.00038035522797538155,,1.4795588643399425e-05
127,I want to book a bougatsa restaurant in next year nearby Penn for three people.,BookRestaurant,BookRestaurant,0.00044066602149746265,0.9991223844123375,0.00021546363910763454,,7.588035246002431e-05,8.412855505242479e-05,
128,book the best table in Tanzania for 5 people at a diner,BookRestaurant,BookRestaurant,,0.9974020799457178,0.00039131403840753976,7.486131234289439e-05,0.0008425784043604701,,0.001227604267648297
129,Book a reservation for two at Mickies Dairy Bar in Weedsport,BookRestaurant,BookRestaurant,,0.9996339680044097,0.00010794263291885306,1.811273424778366e-05,6.786003441622296e-06,,0.00022619391337636027
130,Book a reservation for ten at a restaurant in Ohio,BookRestaurant,BookRestaurant,,0.9999795030163204,9.251329774763051e-06,1.7525910521728344e-06,9.678164156435496e-07,,8.03244436791508e-06
131,I want to book a food truck for seven people in the Republic of the Congo.,BookRestaurant,BookRestaurant,0.00327707030249999,0.9048572106573867,,,0.003335517705863835,0.08507235864080279,0.002503122542271923
132,I want to book a jewish restaurant in Gambia.,BookRestaurant,BookRestaurant,0.006580603057055944,0.9862243469759183,,,8.843482286186938e-05,0.0065312517964419056,0.00041844292897443204
133,Book a reservation for a bar with a spa nearby ID,BookRestaurant,BookRestaurant,9.507310243143644e-06,0.9998686918392753,,2.7801484245985436e-05,2.4013576080728167e-05,6.643064558393105e-05,
134,I need a table at Eddie's Attic in Nevada for one,BookRestaurant,BookRestaurant,0.0016146305542985104,0.982098500288751,0.0030657667775204366,,0.0002490222136650334,,0.01256653924937293
135,I want to book a brasserie for 3 people in Netherlands Antilles.,BookRestaurant,BookRestaurant,0.001717647304559874,0.9922824169056066,0.0008716357238554664,,0.002023761182623766,0.002702044184982452,
136,"I want to book a top-rated restaurant close by in LA for me, rebecca and loraine on 2/6/2020.",BookRestaurant,BookRestaurant,3.4039206115349286e-05,0.9997599388937364,4.698228992832995e-05,,0.00010907551620458199,4.640243295596594e-05,
137,I want to eat by five pm in NE for a six people,BookRestaurant,BookRestaurant,0.012669964297469104,0.8578019720167106,0.08192190682120344,0.02411649691150249,0.013175277014399597,,
138,book a party at their campus within the same area for churrascaria,BookRestaurant,BookRestaurant,0.0005861031437852484,0.9882869223158369,0.0017261974386964477,0.001832287074363848,,,0.006933141538569619
139,I want to book a restaurant in sixteen seconds for 5 people in Gold Point Montana.,BookRestaurant,BookRestaurant,0.00026257206364590965,0.9988953773547107,0.00017937168230513245,,0.0005824367943211068,5.818346371792535e-05,
140,phyllis ward and veronica need a table at a restaurant in 152 days,BookRestaurant,BookRestaurant,0.00019262613167551096,0.998822917892176,0.0007900482041450156,9.09224276410888e-05,,,5.708603530591936e-05
141,Please book me a table at a bistro which serves lorna doone.,BookRestaurant,BookRestaurant,0.0001356272777408855,0.999219994755207,,0.00021723795484419742,,0.0003386338713486731,5.406436813481684e-05
142,I want to book a joint in a  spa.,BookRestaurant,BookRestaurant,0.0038879196417927393,0.9898469305990204,,0.0002946617604578098,,0.005820690162175514,6.978100177765548e-05
143,book spot for 7 at an indoor restaurant in MP now,BookRestaurant,BookRestaurant,4.671763806720718e-05,0.9934969906442481,0.005251326734079004,,0.00010301612184230074,,0.001067386770678115
144,I would like to book a restaurant for souvlaki cuisine in the state of NE,BookRestaurant,BookRestaurant,0.0009022768725150474,0.9923651738276733,,,0.0008003587886582423,0.004970299195985501,0.0008265103308773307
145,Lets eat near Oakfield 17 seconds from now at Ted Peters Famous Smoked Fish,BookRestaurant,BookRestaurant,0.003198671115599648,0.6292965599835967,0.30955598203484896,,0.016874661775384964,,0.039855915297396384
146,Like to book a seat in Monaco for the Yankee Doodle Coffee Shop,BookRestaurant,BookRestaurant,0.0022394208900130743,0.9693070436063717,,0.0007783576935031688,,0.02258083644959442,0.00437770850578372
147,Book me a table for 5 this year at Cherwell Boathouse,BookRestaurant,BookRestaurant,,0.9766355748767046,0.002727440694403682,0.0005124524621348812,0.01908173149822431,,0.0007975023168619941
148,I want to book a taverna in Archer City for this spring for nine people.,BookRestaurant,BookRestaurant,0.0024202273628920364,0.9956749273601081,0.0004644540948334944,,,0.0007798422749570504,0.0005202002975396625
149,Book a reservation for nine people at a bakery in Nunez,BookRestaurant,BookRestaurant,,0.9999432315731865,1.6756379909996908e-05,1.7003089202348046e-05,1.3515033766083137e-06,,2.003690353812237e-05
