Query,Expected Entity,Predicted Entity,Confidence
Add a track to Jazzy Dinner,,music_item,0.8334092497825623
Add a track to Jazzy Dinner,,object_name,0.55
Add a track to Jazzy Dinner,entity_name,,0.0
Add a track to Jazzy Dinner,playlist_owner,,0.0
Add a track to Jazzy Dinner,playlist,,0.0
Add this tune to dorthy's 80's party playlist,,music_item,0.9829918742179871
Add this tune to dorthy's 80's party playlist,,playlist,0.2592146694660187
Add this tune to dorthy's 80's party playlist,,playlist,0.26770249009132385
Add this tune to dorthy's 80's party playlist,entity_name,,0.0
Add this tune to dorthy's 80's party playlist,playlist,,0.0
Add this album to the Spanish Beat playlist,,music_item,0.4902503490447998
Add this album to the Spanish Beat playlist,,playlist,0.3107704222202301
Add this album to the Spanish Beat playlist,music_item,,0.0
Add this album to the Spanish Beat playlist,playlist,,0.0
Add an artist to Jukebox Boogie Rhythm & Blues,,music_item,0.8997435569763184
Add an artist to Jukebox Boogie Rhythm & Blues,,music_item,0.17715325951576233
Add an artist to Jukebox Boogie Rhythm & Blues,,playlist,0.13377173244953156
Add an artist to Jukebox Boogie Rhythm & Blues,music_item,,0.0
Add an artist to Jukebox Boogie Rhythm & Blues,playlist,,0.0
Put abe laboriel onto the Escapada playlist.,artist,playlist,0.21347078680992126
Put abe laboriel onto the Escapada playlist.,,playlist,0.15555275976657867
Put abe laboriel onto the Escapada playlist.,music_item,,0.0
Put abe laboriel onto the Escapada playlist.,playlist,,0.0
Add martin barre to my punk unplugged playlist.,,artist,0.19640715420246124
Add martin barre to my punk unplugged playlist.,,playlist_owner,0.9876198768615723
Add martin barre to my punk unplugged playlist.,,artist,0.2711348235607147
Add martin barre to my punk unplugged playlist.,music_item,,0.0
Add martin barre to my punk unplugged playlist.,playlist_owner,,0.0
Add martin barre to my punk unplugged playlist.,playlist,,0.0
Can you put the artist Giovanni Giacomo Gastoldi onto the Chill Out Music playlist?,,music_item,0.8923121690750122
Can you put the artist Giovanni Giacomo Gastoldi onto the Chill Out Music playlist?,,artist,0.2862255275249481
Can you put the artist Giovanni Giacomo Gastoldi onto the Chill Out Music playlist?,,artist,0.26398953795433044
Can you put the artist Giovanni Giacomo Gastoldi onto the Chill Out Music playlist?,entity_name,,0.0
Can you put the artist Giovanni Giacomo Gastoldi onto the Chill Out Music playlist?,playlist_owner,,0.0
Can you put the artist Giovanni Giacomo Gastoldi onto the Chill Out Music playlist?,playlist,,0.0
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,,object_name,0.5839627385139465
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,,object_name,0.2199234813451767
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,,object_name,0.1692289412021637
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,,playlist_owner,0.9487560987472534
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,,object_name,0.10871731489896774
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,artist,,0.0
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,playlist_owner,,0.0
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,playlist,,0.0
Add a song to my playlist madden nfl 16,,music_item,0.9336085319519043
Add a song to my playlist madden nfl 16,,playlist_owner,0.9250488877296448
Add a song to my playlist madden nfl 16,,playlist,0.16994065046310425
Add a song to my playlist madden nfl 16,music_item,,0.0
Add a song to my playlist madden nfl 16,playlist,,0.0
Please add this track by Paul McGuigan to the Deep House playlist.,,music_item,0.8106942176818848
Please add this track by Paul McGuigan to the Deep House playlist.,,artist,0.36230331659317017
Please add this track by Paul McGuigan to the Deep House playlist.,,playlist,0.26132917404174805
Please add this track by Paul McGuigan to the Deep House playlist.,music_item,,0.0
Please add this track by Paul McGuigan to the Deep House playlist.,playlist,,0.0
Add the artist to my dishwashing playlist.,,music_item,0.9661040306091309
Add the artist to my dishwashing playlist.,,playlist_owner,0.3079749643802643
Add the artist to my dishwashing playlist.,entity_name,,0.0
Add the artist to my dishwashing playlist.,playlist_owner,,0.0
Add the artist to my dishwashing playlist.,playlist,,0.0
Add the artist Adam Deibert to my Perfect Concentration playlist.,,music_item,0.9277328848838806
Add the artist Adam Deibert to my Perfect Concentration playlist.,,artist,0.20284488797187805
Add the artist Adam Deibert to my Perfect Concentration playlist.,,playlist_owner,0.985819935798645
Add the artist Adam Deibert to my Perfect Concentration playlist.,,playlist_owner,0.2803466320037842
Add the artist Adam Deibert to my Perfect Concentration playlist.,,playlist,0.35232430696487427
Add the artist Adam Deibert to my Perfect Concentration playlist.,artist,,0.0
Add the artist Adam Deibert to my Perfect Concentration playlist.,playlist,,0.0
add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,artist,playlist,0.23165634274482727
add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,,object_name,0.20680584013462067
add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,,playlist,0.19360211491584778
add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,,year,0.1542181819677353
add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,,playlist,0.41047513484954834
add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,,object_name,0.1576538234949112
add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,playlist,,0.0
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,artist,artist,0.4066125154495239
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,,object_name,0.18011918663978577
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,,object_type,0.1962849646806717
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,,track,0.23327335715293884
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,,rating_value,0.25202107429504395
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,,object_name,0.14017316699028015
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,playlist,,0.0
Add the 40 cal tune to the laundry playlist.,,playlist,0.16803035140037537
Add the 40 cal tune to the laundry playlist.,playlist,music_item,0.9574988484382629
Add the 40 cal tune to the laundry playlist.,,playlist,0.5751195549964905
Add the 40 cal tune to the laundry playlist.,music_item,,0.0
Add porter wagoner to the The Sleep Machine Waterscapes playlist.,artist,object_name,0.2705540060997009
Add porter wagoner to the The Sleep Machine Waterscapes playlist.,,object_name,0.3130852282047272
Add porter wagoner to the The Sleep Machine Waterscapes playlist.,playlist_owner,,0.0
Add porter wagoner to the The Sleep Machine Waterscapes playlist.,playlist,,0.0
Add lofty fake anagram to the la mejor musica de bso playlist.,entity_name,playlist,0.23040886223316193
Add lofty fake anagram to the la mejor musica de bso playlist.,,playlist,0.36549079418182373
Add lofty fake anagram to the la mejor musica de bso playlist.,playlist,playlist,0.5468434691429138
add we have a theme song to my House Afterwork playlist,,music_item,0.8714234828948975
add we have a theme song to my House Afterwork playlist,,playlist_owner,0.2655113637447357
add we have a theme song to my House Afterwork playlist,music_item,,0.0
add we have a theme song to my House Afterwork playlist,playlist_owner,,0.0
add we have a theme song to my House Afterwork playlist,playlist,,0.0
put the artist onto Top Latin Alternative.,,music_item,0.9371824860572815
put the artist onto Top Latin Alternative.,,playlist,0.17633311450481415
put the artist onto Top Latin Alternative.,playlist_owner,,0.0
put the artist onto Top Latin Alternative.,playlist,,0.0
put the artist onto Top Latin Alternative.,music_item,,0.0
Add kent james to the disney soundtrack.,entity_name,artist,0.3919800817966461
Add kent james to the disney soundtrack.,,playlist,0.14625364542007446
Add kent james to the disney soundtrack.,,object_type,0.8567842841148376
Add kent james to the disney soundtrack.,playlist_owner,,0.0
Add kent james to the disney soundtrack.,playlist,,0.0
add nuba to my Metal Party playlist,artist,playlist,0.20839396119117737
add nuba to my Metal Party playlist,,playlist_owner,0.9699020385742188
add nuba to my Metal Party playlist,,playlist,0.4733884334564209
add nuba to my Metal Party playlist,playlist,,0.0
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,,playlist,0.20619820058345795
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,,music_item,0.19843076169490814
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,playlist,playlist,0.2761019766330719
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,,playlist,0.8477874994277954
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,,service,0.5419552326202393
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,artist,,0.0
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,playlist_owner,,0.0
Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,,object_name,0.17980846762657166
Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,,object_name,0.35619932413101196
Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,,playlist,0.37100499868392944
Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,artist,,0.0
Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,playlist,,0.0
Add this album to Old School Death Metal,,music_item,0.2759524881839752
Add this album to Old School Death Metal,,object_name,0.2160283625125885
Add this album to Old School Death Metal,,playlist,0.17819644510746002
Add this album to Old School Death Metal,music_item,,0.0
Add this album to Old School Death Metal,playlist,,0.0
add this artist to my Electronic Bliss playlist,,music_item,0.9732401371002197
add this artist to my Electronic Bliss playlist,,playlist_owner,0.9836663007736206
add this artist to my Electronic Bliss playlist,,playlist,0.4749043583869934
add this artist to my Electronic Bliss playlist,music_item,,0.0
add this artist to my Electronic Bliss playlist,playlist,,0.0
Add the album to my Perfect Concentration playlist.,,music_item,0.5846102237701416
Add the album to my Perfect Concentration playlist.,,playlist_owner,0.9804327487945557
Add the album to my Perfect Concentration playlist.,,playlist,0.2544495463371277
Add the album to my Perfect Concentration playlist.,music_item,,0.0
Add the album to my Perfect Concentration playlist.,playlist_owner,,0.0
Add the album to my Perfect Concentration playlist.,playlist,,0.0
add a song in my All Out 60s,,music_item,0.9034760594367981
add a song in my All Out 60s,,playlist_owner,0.3871470093727112
add a song in my All Out 60s,,playlist,0.3533666729927063
add a song in my All Out 60s,artist,,0.0
add a song in my All Out 60s,playlist,,0.0
add digging now to my Young at Heart playlist,artist,playlist,0.23498086631298065
add digging now to my Young at Heart playlist,,playlist_owner,0.9775133728981018
add digging now to my Young at Heart playlist,,playlist,0.19036313891410828
add digging now to my Young at Heart playlist,,entity_name,0.20619919896125793
add digging now to my Young at Heart playlist,playlist_owner,,0.0
add digging now to my Young at Heart playlist,playlist,,0.0
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,artist,music_item,0.19072803854942322
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,,playlist,0.2159692347049713
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,,music_item,0.3016304075717926
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,,playlist_owner,0.9640083909034729
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,,playlist,0.31864896416664124
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,playlist_owner,,0.0
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,playlist,,0.0
add the song to my We Everywhere playlist,,music_item,0.9450453519821167
add the song to my We Everywhere playlist,,playlist_owner,0.9364531636238098
add the song to my We Everywhere playlist,,playlist,0.2305726408958435
add the song to my We Everywhere playlist,artist,,0.0
add the song to my We Everywhere playlist,playlist,,0.0
Add the album to the Might and Myth Power Metal playlist.,music_item,music_item,0.3442113697528839
Add the album to the Might and Myth Power Metal playlist.,,object_name,0.16979841887950897
Add the album to the Might and Myth Power Metal playlist.,,playlist,0.18673075735569
Add the album to the Might and Myth Power Metal playlist.,,playlist,0.2000652700662613
Add the album to the Might and Myth Power Metal playlist.,playlist,,0.0
Add a song to this is racionais mc's,,music_item,0.8728116154670715
Add a song to this is racionais mc's,playlist,playlist,0.3376878798007965
Add a song to this is racionais mc's,artist,,0.0
"Add Jerry Calliste, Jr to my Te quiero playlist.",,artist,0.3643898665904999
"Add Jerry Calliste, Jr to my Te quiero playlist.",music_item,playlist,0.3112099766731262
"Add Jerry Calliste, Jr to my Te quiero playlist.",,playlist_owner,0.4741784632205963
"Add Jerry Calliste, Jr to my Te quiero playlist.",artist,,0.0
"Add Jerry Calliste, Jr to my Te quiero playlist.",playlist,,0.0
Add sarah slean to my playlist Mellowed Out Gaming,,artist,0.7396969795227051
Add sarah slean to my playlist Mellowed Out Gaming,,playlist_owner,0.9837934374809265
Add sarah slean to my playlist Mellowed Out Gaming,,playlist_owner,0.2506624460220337
Add sarah slean to my playlist Mellowed Out Gaming,,object_type,0.1715831160545349
Add sarah slean to my playlist Mellowed Out Gaming,music_item,,0.0
Add sarah slean to my playlist Mellowed Out Gaming,playlist,,0.0
Add the album to my Flow Espanol playlist.,,music_item,0.3414025604724884
Add the album to my Flow Espanol playlist.,music_item,playlist_owner,0.9632554054260254
Add the album to my Flow Espanol playlist.,,playlist,0.36281663179397583
Add the album to my Flow Espanol playlist.,artist,,0.0
Add the album to my Flow Espanol playlist.,playlist_owner,,0.0
Add the album to my Flow Espanol playlist.,playlist,,0.0
add this artist to my spotlight on country 2016 playlist,,music_item,0.9349775314331055
add this artist to my spotlight on country 2016 playlist,playlist_owner,playlist_owner,0.9819477796554565
add this artist to my spotlight on country 2016 playlist,entity_name,playlist,0.41195258498191833
add this artist to my spotlight on country 2016 playlist,,playlist,0.25454267859458923
add this artist to my spotlight on country 2016 playlist,playlist,,0.0
Add give us rest to my 70s Smash Hits playlist.,,playlist,0.30882060527801514
Add give us rest to my 70s Smash Hits playlist.,,playlist,0.30703410506248474
Add give us rest to my 70s Smash Hits playlist.,,playlist_owner,0.9793747067451477
Add give us rest to my 70s Smash Hits playlist.,,playlist,0.3275100290775299
Add give us rest to my 70s Smash Hits playlist.,entity_name,,0.0
Add give us rest to my 70s Smash Hits playlist.,playlist_owner,,0.0
Add give us rest to my 70s Smash Hits playlist.,playlist,,0.0
Add the track to the work playlist.,,music_item,0.8066871166229248
Add the track to the work playlist.,,playlist,0.5183454155921936
Add the track to the work playlist.,entity_name,,0.0
Add the track to the work playlist.,playlist,,0.0
For my fantastic workout can you add sara bareilles?,,playlist,0.4966294765472412
For my fantastic workout can you add sara bareilles?,,city,0.1268819123506546
For my fantastic workout can you add sara bareilles?,artist,,0.0
For my fantastic workout can you add sara bareilles?,music_item,,0.0
For my fantastic workout can you add sara bareilles?,playlist,,0.0
Add emilie autumn to my Nacao Reggae playlist.,artist,artist,0.287479430437088
Add emilie autumn to my Nacao Reggae playlist.,playlist_owner,playlist_owner,0.3265196979045868
Add emilie autumn to my Nacao Reggae playlist.,,artist,0.19866135716438293
Add emilie autumn to my Nacao Reggae playlist.,playlist,,0.0
add this tune to my Sleepify playlist,,music_item,0.9810305833816528
add this tune to my Sleepify playlist,,playlist_owner,0.4044979214668274
add this tune to my Sleepify playlist,music_item,,0.0
add this tune to my Sleepify playlist,playlist_owner,,0.0
add this tune to my Sleepify playlist,playlist,,0.0
add track in my playlist called Hands Up,artist,music_item,0.7825395464897156
add track in my playlist called Hands Up,,playlist_owner,0.909663736820221
add track in my playlist called Hands Up,,playlist,0.4256797730922699
add track in my playlist called Hands Up,playlist_owner,,0.0
add track in my playlist called Hands Up,playlist,,0.0
Add the album to my Club Hits playlist.,,music_item,0.4098447859287262
Add the album to my Club Hits playlist.,,playlist_owner,0.9641029834747314
Add the album to my Club Hits playlist.,,playlist,0.34996330738067627
Add the album to my Club Hits playlist.,playlist,,0.0
Add the album to my Club Hits playlist.,artist,,0.0
Add the album to my Club Hits playlist.,music_item,,0.0
I'd like to add jordan rudess onto the Divertido para ninos playlist.,,playlist,0.3071195185184479
I'd like to add jordan rudess onto the Divertido para ninos playlist.,,playlist,0.41515350341796875
I'd like to add jordan rudess onto the Divertido para ninos playlist.,music_item,,0.0
I'd like to add jordan rudess onto the Divertido para ninos playlist.,playlist,,0.0
I'd like for you to add bobby brown to my enamorandose playlist.,,playlist,0.23178042471408844
I'd like for you to add bobby brown to my enamorandose playlist.,,playlist_owner,0.25272029638290405
I'd like for you to add bobby brown to my enamorandose playlist.,music_item,,0.0
I'd like for you to add bobby brown to my enamorandose playlist.,playlist_owner,,0.0
I'd like for you to add bobby brown to my enamorandose playlist.,playlist,,0.0
I need to add to my Infinite Indie Folk list the works of Rahim Shah,playlist_owner,playlist_owner,0.9648952484130859
I need to add to my Infinite Indie Folk list the works of Rahim Shah,playlist,playlist_owner,0.2608439326286316
I need to add to my Infinite Indie Folk list the works of Rahim Shah,,playlist_owner,0.13205912709236145
I need to add to my Infinite Indie Folk list the works of Rahim Shah,,playlist,0.41214290261268616
I need to add to my Infinite Indie Folk list the works of Rahim Shah,artist,artist,0.18044151365756989
add Jonathan Sprout album to my this is miranda lambert playlist,,artist,0.2827751040458679
add Jonathan Sprout album to my this is miranda lambert playlist,playlist,music_item,0.5102310180664062
add Jonathan Sprout album to my this is miranda lambert playlist,,playlist_owner,0.9768841862678528
add Jonathan Sprout album to my this is miranda lambert playlist,,playlist,0.24779106676578522
add Jonathan Sprout album to my this is miranda lambert playlist,music_item,,0.0
add Jonathan Sprout album to my this is miranda lambert playlist,playlist_owner,,0.0
add Muzika za decu to my Crash Course playlist,,playlist,0.4409281611442566
add Muzika za decu to my Crash Course playlist,,playlist_owner,0.36737802624702454
add Muzika za decu to my Crash Course playlist,artist,,0.0
add Muzika za decu to my Crash Course playlist,playlist_owner,,0.0
add Muzika za decu to my Crash Course playlist,playlist,,0.0
Add jo stafford music to the workout twerkout playlist,,artist,0.13408610224723816
Add jo stafford music to the workout twerkout playlist,,music_item,0.47944003343582153
Add jo stafford music to the workout twerkout playlist,,playlist,0.682680606842041
Add jo stafford music to the workout twerkout playlist,music_item,,0.0
Add jo stafford music to the workout twerkout playlist,playlist_owner,,0.0
Add jo stafford music to the workout twerkout playlist,playlist,,0.0
Add Richard McNamara newest song to the Just Smile playlist,entity_name,artist,0.5123182535171509
Add Richard McNamara newest song to the Just Smile playlist,,music_item,0.8782725930213928
Add Richard McNamara newest song to the Just Smile playlist,,object_name,0.14218507707118988
Add Richard McNamara newest song to the Just Smile playlist,playlist_owner,,0.0
Add Richard McNamara newest song to the Just Smile playlist,playlist,,0.0
Add Andy Hunter to my Evening Commute playlist.,artist,object_name,0.2648129463195801
Add Andy Hunter to my Evening Commute playlist.,,playlist_owner,0.1455049216747284
Add Andy Hunter to my Evening Commute playlist.,playlist_owner,,0.0
Add Andy Hunter to my Evening Commute playlist.,playlist,,0.0
add the current track to my This Is Tchaikovsky playlist,,playlist,0.25600942969322205
add the current track to my This Is Tchaikovsky playlist,,music_item,0.7837867140769958
add the current track to my This Is Tchaikovsky playlist,,playlist_owner,0.9366807341575623
add the current track to my This Is Tchaikovsky playlist,,playlist,0.29427748918533325
add the current track to my This Is Tchaikovsky playlist,music_item,,0.0
add the current track to my This Is Tchaikovsky playlist,playlist,,0.0
Can I put this tune onto my sin estres playlist?,,music_item,0.9905411601066589
Can I put this tune onto my sin estres playlist?,,playlist_owner,0.42247846722602844
Can I put this tune onto my sin estres playlist?,entity_name,,0.0
Can I put this tune onto my sin estres playlist?,playlist_owner,,0.0
Can I put this tune onto my sin estres playlist?,playlist,,0.0
Add the boy george track to the Emo Forever playlist.,,artist,0.251399964094162
Add the boy george track to the Emo Forever playlist.,playlist_owner,music_item,0.9245049953460693
Add the boy george track to the Emo Forever playlist.,,playlist,0.18864566087722778
Add the boy george track to the Emo Forever playlist.,,playlist,0.18063202500343323
Add the boy george track to the Emo Forever playlist.,music_item,,0.0
Add the boy george track to the Emo Forever playlist.,playlist,,0.0
Add jack white to my playlist This Is Shakira,entity_name,artist,0.54
Add jack white to my playlist This Is Shakira,,playlist_owner,0.9545268416404724
Add jack white to my playlist This Is Shakira,,playlist,0.518352746963501
Add jack white to my playlist This Is Shakira,playlist,,0.0
add this song by Too Poetic to my Piano Ballads playlist,,music_item,0.9521791934967041
add this song by Too Poetic to my Piano Ballads playlist,,playlist,0.2553151547908783
add this song by Too Poetic to my Piano Ballads playlist,,playlist_owner,0.5531219840049744
add this song by Too Poetic to my Piano Ballads playlist,music_item,,0.0
add this song by Too Poetic to my Piano Ballads playlist,playlist,,0.0
add Farhad Darya songs in virales de siempre,music_item,playlist,0.1625204086303711
add Farhad Darya songs in virales de siempre,,playlist,0.3415648937225342
add Farhad Darya songs in virales de siempre,playlist_owner,,0.0
