,Query,Expected Intent,Predicted Intent,AddToPlaylist,BookRestaurant,GetWeather,PlayMusic,RateBook,SearchCreativeWork,SearchScreeningEvent
12,Add the artist to the political punks playlist.,AddToPlaylist,AddToPlaylist,0.9999462366104126,,2.822535805080406e-07,4.158437513979152e-05,3.5578668189373275e-07,1.1384940080461092e-05,
13,add tierney sutton to my Novedades Viernes Sudamerica playlist,AddToPlaylist,AddToPlaylist,0.998627781867981,,,0.0012448923662304878,2.513101753720548e-05,6.465401384048164e-05,2.4248885893030092e-05
14,Add Ted Heath to the road trip playlist.,AddToPlaylist,AddToPlaylist,0.9997660517692566,,,0.00017468133592046797,5.286108716973104e-06,4.995014751330018e-05,1.8981868379341904e-06
15,Add the Matt Murphy tune to the Flow Espanol playlist.,AddToPlaylist,AddToPlaylist,0.9996007084846497,,3.381059968887712e-06,0.00024094636319205165,1.6771198716014624e-05,0.00013497020700015128,
16,Add the chris clark tune to my women of the blues playlist.,AddToPlaylist,AddToPlaylist,0.9998125433921814,,1.8970208657265175e-06,0.00011226451897528023,5.3668122745875735e-06,6.602195935556665e-05,
17,Add Roel van Velzen to my party of the century playlist.,AddToPlaylist,AddToPlaylist,0.9934456944465637,0.00013203633716329932,,0.003275219351053238,2.3958938982104883e-05,0.0031010762322694063,
18,Add the album to the Hipster Soul playlist.,AddToPlaylist,AddToPlaylist,0.9995154142379761,,9.251368169316265e-07,0.0002216508873971179,2.9411614832497435e-06,0.0002583827590569854,
19,Add the song virales de siempre by the cary brothers to my gym playlist.,AddToPlaylist,AddToPlaylist,0.9972694516181946,,,0.0024411953054368496,2.812498132698238e-05,0.0002528121694922447,5.72025555811706e-06
20,Add a track to Jazzy Dinner,AddToPlaylist,AddToPlaylist,0.9064507484436035,3.0588962545152754e-05,,0.00017017715435940772,1.0573591680440586e-05,0.09333494305610657,
21,Add this tune to dorthy's 80's party playlist,AddToPlaylist,AddToPlaylist,0.9995951056480408,,7.362889846262988e-06,0.00035386745003052056,1.581632750458084e-05,2.46104445977835e-05,
22,Add this album to the Spanish Beat playlist,AddToPlaylist,AddToPlaylist,0.9997624754905701,,2.563778934927541e-06,0.00019597781647462398,2.3298946416616673e-06,3.524828207446262e-05,
23,Add an artist to Jukebox Boogie Rhythm & Blues,AddToPlaylist,AddToPlaylist,0.9974220991134644,0.00045548329944722354,,0.0012760184472426772,,0.0007209930336102843,4.875773811363615e-05
24,Put abe laboriel onto the Escapada playlist.,AddToPlaylist,AddToPlaylist,0.9996843338012695,,1.075893464985711e-06,0.0002719004696700722,2.3817210603738204e-06,3.9237787859747186e-05,
25,Add martin barre to my punk unplugged playlist.,AddToPlaylist,AddToPlaylist,0.9997139573097229,4.8885131036513485e-06,9.927941846399335e-07,0.0002672221453394741,,1.1888294466189109e-05,
26,Can you put the artist Giovanni Giacomo Gastoldi onto the Chill Out Music playlist?,AddToPlaylist,AddToPlaylist,0.9954873919487,,3.314651985419914e-05,0.003828915534541011,0.00011339422781020403,0.0005210581002756953,
27,Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,AddToPlaylist,AddToPlaylist,0.9532390832901001,,0.0012430191272869706,0.037807900458574295,0.0005672711995430291,0.006827887613326311,
28,Add a song to my playlist madden nfl 16,AddToPlaylist,AddToPlaylist,0.9998829364776611,,1.6533221014469746e-06,9.891785884974524e-05,7.7410213634721e-06,8.235529094235972e-06,
29,Please add this track by Paul McGuigan to the Deep House playlist.,AddToPlaylist,AddToPlaylist,0.9965071082115173,,,0.0027523653116077185,2.8137486879131757e-05,0.0006973608396947384,9.409924132341985e-06
30,Add the artist to my dishwashing playlist.,AddToPlaylist,AddToPlaylist,0.9999401569366455,,6.299443384705228e-07,4.763561810250394e-05,,1.1105549674539361e-05,2.479899308127642e-07
31,Add the artist Adam Deibert to my Perfect Concentration playlist.,AddToPlaylist,AddToPlaylist,0.99941086769104,2.43224531004671e-06,2.244402139695012e-06,0.0005176307749934494,,6.378003308782354e-05,
32,add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,AddToPlaylist,AddToPlaylist,0.7085040807723999,,0.0017865011468529701,0.26301589608192444,0.011831237934529781,0.01327724102884531,
33,Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,AddToPlaylist,AddToPlaylist,0.8417084813117981,,0.002475067740306258,0.004136140923947096,0.11415460705757141,0.036837831139564514,
34,Add the 40 cal tune to the laundry playlist.,AddToPlaylist,AddToPlaylist,0.9996722936630249,,6.879628813294403e-07,3.949621532228775e-05,4.540154623100534e-05,0.00024144253984559327,
35,Add porter wagoner to the The Sleep Machine Waterscapes playlist.,AddToPlaylist,AddToPlaylist,0.9972165822982788,,0.00030384233104996383,0.0015850490890443325,0.00012655457248911262,0.0006734698545187712,
36,Add lofty fake anagram to the la mejor musica de bso playlist.,AddToPlaylist,AddToPlaylist,0.9971596002578735,3.448001007200219e-05,2.2034494122635806e-06,0.002277441555634141,,0.0005237687728367746,
37,add we have a theme song to my House Afterwork playlist,AddToPlaylist,AddToPlaylist,0.9998213648796082,,1.6937048712861724e-05,0.00013148144353181124,3.765682549783378e-06,2.2735044694854878e-05,
38,put the artist onto Top Latin Alternative.,AddToPlaylist,AddToPlaylist,0.9816095232963562,0.0008979609119705856,,0.0058102114126086235,0.00010068282426800579,0.011454472318291664,
39,Add kent james to the disney soundtrack.,AddToPlaylist,SearchCreativeWork,0.006602779030799866,1.1131292012578342e-06,,1.6947791664279066e-05,7.242485935421428e-06,0.9933716058731079,
40,add nuba to my Metal Party playlist,AddToPlaylist,AddToPlaylist,0.9995703101158142,7.862310667405836e-06,1.8562370769359404e-06,0.00039983875467441976,,1.955025436473079e-05,
41,Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,AddToPlaylist,AddToPlaylist,0.7819892168045044,0.006941743660718203,,0.09618393331766129,0.049399297684431076,0.06446246802806854,
42,Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,AddToPlaylist,AddToPlaylist,0.7641403079032898,,0.00024393582134507596,0.010737425647675991,0.0030298822093755007,0.22174780070781708,
43,Add this album to Old School Death Metal,AddToPlaylist,AddToPlaylist,0.9919297695159912,,,0.0017920548561960459,0.0003439790161792189,0.005867093801498413,3.935904533136636e-05
44,add this artist to my Electronic Bliss playlist,AddToPlaylist,AddToPlaylist,0.9998468160629272,,1.6871013031050097e-07,0.00014716698206029832,4.5010523308519623e-07,5.344207238522358e-06,
45,Add the album to my Perfect Concentration playlist.,AddToPlaylist,AddToPlaylist,0.9983837604522705,3.6273293062549783e-06,,0.0012951904209330678,3.3149424325529253e-06,0.00031140734790824354,
46,add a song in my All Out 60s,AddToPlaylist,AddToPlaylist,0.9994984865188599,,2.0428176867426373e-05,0.00040551400161348283,4.4907133997185156e-05,2.6892053938354366e-05,
47,add digging now to my Young at Heart playlist,AddToPlaylist,AddToPlaylist,0.9993854761123657,,2.4838596800691448e-05,0.0005479594110511243,,9.791272532311268e-06,2.616771962493658e-05
48,add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,AddToPlaylist,AddToPlaylist,0.9990973472595215,,3.174199446220882e-05,0.0006453872192651033,5.43739297427237e-05,0.00014175896649248898,
49,add the song to my We Everywhere playlist,AddToPlaylist,AddToPlaylist,0.9986982345581055,,1.0472506346559385e-06,0.00013287755427882075,1.346957901660062e-06,0.0011660002637654543,
50,Add the album to the Might and Myth Power Metal playlist.,AddToPlaylist,AddToPlaylist,0.9960007071495056,2.90739717456745e-05,4.203318530926481e-05,0.003329226979985833,,0.0005663240444846451,
51,Add a song to this is racionais mc's,AddToPlaylist,AddToPlaylist,0.9988952279090881,,3.641504008555785e-05,0.0005990896606817842,0.00032218662090599537,0.00011151772923767567,
52,"Add Jerry Calliste, Jr to my Te quiero playlist.",AddToPlaylist,AddToPlaylist,0.9998425245285034,,2.5427976879655034e-07,5.1498307584552094e-05,2.4026614937611157e-06,0.00010304264287697151,
53,Add sarah slean to my playlist Mellowed Out Gaming,AddToPlaylist,AddToPlaylist,0.999870777130127,,1.169681922874588e-06,0.00010307032789569348,3.6278331663197605e-06,2.085596315737348e-05,
54,Add the album to my Flow Espanol playlist.,AddToPlaylist,AddToPlaylist,0.9996933937072754,,6.861768042654148e-07,0.000251692981692031,1.1444379879321787e-06,5.251625771052204e-05,
55,add this artist to my spotlight on country 2016 playlist,AddToPlaylist,AddToPlaylist,0.9994582533836365,,1.5493719729420263e-06,0.0005044327699579298,6.616471182496753e-06,2.8117790861870162e-05,
56,Add give us rest to my 70s Smash Hits playlist.,AddToPlaylist,AddToPlaylist,0.9996201992034912,,2.5140295747405617e-06,0.00032172692590393126,3.8094880437711254e-05,1.5719446309958585e-05,
57,Add the track to the work playlist.,AddToPlaylist,AddToPlaylist,0.97918301820755,3.1592151117365574e-07,,0.0002137492410838604,1.7705922346067382e-06,0.020600751042366028,
58,For my fantastic workout can you add sara bareilles?,AddToPlaylist,AddToPlaylist,0.9919353723526001,0.004373586270958185,0.0011402203235775232,0.0019086567917838693,,0.0005262318882159889,
59,Add emilie autumn to my Nacao Reggae playlist.,AddToPlaylist,AddToPlaylist,0.9998831748962402,,2.678752935025841e-07,8.984562737168744e-05,1.303651856687793e-06,2.5201108655892313e-05,
60,add this tune to my Sleepify playlist,AddToPlaylist,AddToPlaylist,0.9999567270278931,,3.3585845216066446e-08,3.847833431791514e-05,2.0121817101426132e-07,4.534761501417961e-06,
61,add track in my playlist called Hands Up,AddToPlaylist,AddToPlaylist,0.9365176558494568,9.876061994873453e-07,,0.00037712513585574925,1.580098341946723e-06,0.06310221552848816,
62,Add the album to my Club Hits playlist.,AddToPlaylist,AddToPlaylist,0.9998929500579834,,3.574245965864975e-07,8.939813415054232e-05,5.506697675627947e-07,1.6405934729846194e-05,
63,I'd like to add jordan rudess onto the Divertido para ninos playlist.,AddToPlaylist,AddToPlaylist,0.995877742767334,7.364594785030931e-05,5.4632937462884e-06,0.0014215576229617,,0.0026156646199524403,
64,I'd like for you to add bobby brown to my enamorandose playlist.,AddToPlaylist,AddToPlaylist,0.9914024472236633,0.0012819634284824133,2.56240618909942e-05,0.003118277294561267,,0.0041327266953885555,
65,I need to add to my Infinite Indie Folk list the works of Rahim Shah,AddToPlaylist,AddToPlaylist,0.9882428050041199,3.2486015697941184e-05,,0.0010168759617954493,5.319650881574489e-05,0.010598324239253998,
66,add Jonathan Sprout album to my this is miranda lambert playlist,AddToPlaylist,AddToPlaylist,0.9996259212493896,,8.387222806049976e-06,0.00034696771763265133,6.028405550750904e-06,1.0480020137038082e-05,
67,add Muzika za decu to my Crash Course playlist,AddToPlaylist,AddToPlaylist,0.9993889331817627,7.500474339394714e-07,,0.0004578562802635133,2.04044908969081e-06,0.0001496948825661093,
68,Add jo stafford music to the workout twerkout playlist,AddToPlaylist,AddToPlaylist,0.9997683167457581,,7.669487445127743e-07,0.0002143715973943472,2.503474433979136e-06,1.3657217095897067e-05,
69,Add Richard McNamara newest song to the Just Smile playlist,AddToPlaylist,AddToPlaylist,0.9990334510803223,,1.1570993592613377e-05,0.0009119637543335557,1.2561236871988513e-05,2.312765718670562e-05,
70,Add Andy Hunter to my Evening Commute playlist.,AddToPlaylist,AddToPlaylist,0.9994125366210938,,5.131622060616792e-07,0.00015813400386832654,1.2801220918845502e-06,0.0004266256291884929,
71,add the current track to my This Is Tchaikovsky playlist,AddToPlaylist,AddToPlaylist,0.9994766116142273,,,0.00011556994286365807,6.414412928279489e-05,0.00034243499976582825,6.976318900342449e-07
72,Can I put this tune onto my sin estres playlist?,AddToPlaylist,AddToPlaylist,0.9999278783798218,,2.793703686165827e-07,5.625114499707706e-05,1.1372592325642472e-06,1.4264299352362286e-05,
73,Add the boy george track to the Emo Forever playlist.,AddToPlaylist,AddToPlaylist,0.9691970348358154,,,0.0011393344029784203,0.00024255597963929176,0.02933935634791851,3.545734580256976e-05
74,Add jack white to my playlist This Is Shakira,AddToPlaylist,AddToPlaylist,0.9998793601989746,,9.160394824903051e-07,0.00010205593571299687,1.483919618294749e-06,1.5345727661042474e-05,
75,add this song by Too Poetic to my Piano Ballads playlist,AddToPlaylist,AddToPlaylist,0.9996660947799683,,1.8970931137118896e-07,0.0003183853405062109,7.720341272943188e-07,1.4337952961795963e-05,
76,add Farhad Darya songs in virales de siempre,AddToPlaylist,AddToPlaylist,0.9810964465141296,0.000814653467386961,0.0003116597654297948,0.015193728730082512,,0.002293834462761879,
77,add this track to my Hands Up playlist,AddToPlaylist,AddToPlaylist,0.9997292160987854,3.8156066750616446e-08,,5.6399487220915034e-05,5.93784136526665e-07,0.00021368780289776623,
78,Add the track to the drum & breaks playlist.,AddToPlaylist,AddToPlaylist,0.9985136389732361,,,0.00023151266213972121,4.571678346110275e-06,0.0012492750538513064,4.5144128080210066e-07
79,Add millie corretjer to the rhythm playlist,AddToPlaylist,AddToPlaylist,0.9993836879730225,,5.662398325512186e-05,0.0004402562335599214,,9.990005491999909e-05,1.0128427675226703e-05
80,Add Recalled to Life to This Is Alejandro Fernandez,AddToPlaylist,AddToPlaylist,0.6346046924591064,,0.00031828563078306615,0.0023556856904178858,0.002024885732680559,0.3606067895889282,
81,Add Michael Wittig music to Country Icon playlist,AddToPlaylist,AddToPlaylist,0.9978265166282654,2.761544919849257e-06,9.067191058420576e-06,0.002098747994750738,,6.001962174195796e-05,
82,add Highway Patrolman in my playlist this is al green,AddToPlaylist,AddToPlaylist,0.9992524981498718,3.6919011563441018e-06,2.4632578060845844e-05,0.0006893828976899385,,2.4164755814126693e-05,
83,add A Very Cellular Song to masters of metal playlist,AddToPlaylist,AddToPlaylist,0.999724805355072,,7.882547379267635e-07,0.0001591776526765898,1.6966016119113192e-05,9.754119673743844e-05,
84,Add Toyan to my Epic Gaming playlist.,AddToPlaylist,AddToPlaylist,0.9995089769363403,,2.4524612740606244e-07,0.00040118274046108127,3.745817309663835e-07,8.897991938283667e-05,
85,can you add the current tune to my Calm before the storm playlist,AddToPlaylist,AddToPlaylist,0.9920156002044678,,0.00019304148736409843,0.0006547056254930794,0.0006063551409170032,0.006503826938569546,
86,Add Annesley Malewana album to playlist indietronic,AddToPlaylist,AddToPlaylist,0.9955419898033142,6.857633707113564e-06,2.1308339910319773e-06,0.004099966026842594,,0.00034696070360951126,
87,add tommy johnson to The MetalSucks Playlist,AddToPlaylist,AddToPlaylist,0.9998326301574707,,,0.000132226588902995,4.814540943698375e-07,3.4331667848164216e-05,1.539205811695865e-07
88,Please add The image of you to my playlist Crate Diggers Anonymous,AddToPlaylist,AddToPlaylist,0.9924657344818115,,,0.004886643495410681,0.0006474204128608108,0.001977660460397601,1.8242515579913743e-05
89,"Onto jerry's Classical Moments in Movies, please add the album.",AddToPlaylist,AddToPlaylist,0.9909058809280396,,,0.0052058701403439045,0.0008668741211295128,0.0010826486395671964,0.0017871448071673512
90,Add the album to the The Sweet Suite playlist.,AddToPlaylist,AddToPlaylist,0.9982884526252747,,1.5260269719874486e-05,0.0008406603592447937,2.3453916583093815e-05,0.0008189700311049819,
91,Please add some Pete Townshend to my playlist Fiesta Hits con Lali,AddToPlaylist,AddToPlaylist,0.995627760887146,1.3582625797425862e-05,,0.003782623680308461,4.076513505424373e-06,0.000566138478461653,
92,Add a track to playlist Cena con Amigos,AddToPlaylist,AddToPlaylist,0.9989997744560242,1.7740085240802728e-06,,0.0002725122612901032,1.169179199678183e-06,0.0007244508597068489,
93,Add this artist to fairy tales playlist,AddToPlaylist,AddToPlaylist,0.999967098236084,,1.4685117832868855e-07,3.0311235605040565e-05,2.388601956226921e-07,2.0730369669763604e-06,
94,Add the song to the Mac 'N Cheese playlist.,AddToPlaylist,AddToPlaylist,0.9994756579399109,,,0.00035567133454605937,5.774353667220566e-06,0.00015840512060094625,1.967156094906386e-06
95,"To the travelling playlist, please add this David Gahan song.",AddToPlaylist,AddToPlaylist,0.9995136260986328,,1.405833359058306e-06,0.00029878230998292565,6.102598035795381e-06,0.00017852374003268778,
96,Put petar georgiev kalica onto the Old School Hip Hop playlist.,AddToPlaylist,AddToPlaylist,0.9960408210754395,7.272596121765673e-05,4.143152182223275e-05,0.0034702233970165253,,0.00032837651087902486,
97,Add the album to the hot 50 playlist.,AddToPlaylist,AddToPlaylist,0.9981853365898132,,2.2044447177904658e-05,0.0009989370591938496,0.00036951809306629,0.00041123011033050716,
98,Add The Famous Flower of Serving-Men to my evening acoustic playlist.,AddToPlaylist,AddToPlaylist,0.9957493543624878,,4.860268018092029e-05,0.001527006272226572,0.00048122595762833953,0.0021708186250180006,
99,Can you put this song from Yutaka Ozaki onto my this is miles davis playlist?,AddToPlaylist,AddToPlaylist,0.9990807771682739,,3.996916802861961e-06,0.0008791323634795845,5.020543540013023e-06,3.0188286473276094e-05,
100,I want to book a joint close by the naomi's hostel for a meal for 8 people.,BookRestaurant,BookRestaurant,0.0002661205653566867,0.9959527254104614,0.00205731182359159,,0.00028516497695818543,0.0011541369603946805,
101,I would like to book a restaurant in Tanzania that is within walking distance for my mom and I,BookRestaurant,BookRestaurant,9.47706666920567e-06,0.9999126195907593,3.150423799525015e-05,6.17312343820231e-06,,3.788162939599715e-05,
102,book spot for four at a indoor pub within the same area of Louisiana in one minute,BookRestaurant,BookRestaurant,,0.9914003610610962,0.007156632374972105,,0.0006192447617650032,0.0002131469373125583,0.000251696357736364
103,I want to book a restaurant for five people in Sri Lanka.,BookRestaurant,BookRestaurant,2.0729589778056834e-06,0.999964714050293,3.5880389077647123e-06,1.0494929938431596e-06,,2.7777257855632342e-05,
104,Book a reservation for nine people at the best pub nearby Tangier in six months,BookRestaurant,BookRestaurant,1.1851258250317187e-06,0.9999721050262451,1.8859847841667943e-05,4.926016572426306e-06,,,1.9421859178692102e-06
105,Book spot for 9 at Thurmont,BookRestaurant,BookRestaurant,0.00030531216179952025,0.9750159382820129,0.001361914211884141,0.0002446327416691929,0.02268022671341896,,
106,Book a reservation for my mommy and I at a restaurant in Central African Republic,BookRestaurant,BookRestaurant,3.086127264850802e-07,0.9999960660934448,2.1700213892472675e-06,5.110213123771246e-07,,6.486829988716636e-07,
107,I would like to book a highly rated restaurant for a party of ten.,BookRestaurant,BookRestaurant,5.715603492717491e-07,0.9999821186065674,1.7554882560943952e-06,3.7743241136922734e-06,,1.1182313755853102e-05,
108,Book me a reservation for a party of 3 at a pub in Northern Mariana Islands,BookRestaurant,BookRestaurant,,0.9999934434890747,6.037942057446344e-06,1.1324294035830462e-07,,7.316835137771704e-08,1.9783266225203988e-07
109,I want to book a top-rated brasserie for 7 people.,BookRestaurant,BookRestaurant,1.1937808039874653e-06,0.9999719858169556,4.207385700283339e-06,,9.76998944679508e-06,1.1806353541032877e-05,
110,"Book me and my nieces a reservation for a seafood restaurant in Cle Elum, NE on ascension day",BookRestaurant,BookRestaurant,1.5943420521580265e-06,0.9999858140945435,3.357821015015361e-06,4.274166258255718e-06,,3.953636223741341e-06,
111,need a table somewhere in Quarryville 14 hours from now,BookRestaurant,GetWeather,0.0003553920250851661,0.08954724669456482,0.9082739353179932,0.0006896997801959515,0.0007409047684632242,,
112,Please book me a table at a pizzeria with a parking facility in Ghana.,BookRestaurant,BookRestaurant,2.133646012225654e-05,0.9997896552085876,0.00011404754332033917,3.290507083875127e-05,,3.457797356531955e-05,
113,I need a table for 4; please confirm the reservation.,BookRestaurant,BookRestaurant,1.3508356460079085e-06,0.999976634979248,1.7292279153480195e-05,1.6046191149143851e-06,,2.3730772227281705e-06,
114,Book me a reservation for the best bistro,BookRestaurant,BookRestaurant,1.0175344868912362e-06,0.9999904632568359,3.8142095490911743e-06,,8.282315775431925e-07,2.8817562451877166e-06,
115,Book a reservation for an osteria restaurant for 4 people on november 4,BookRestaurant,BookRestaurant,,0.9999809265136719,1.0339422260585707e-05,8.386501235690957e-07,5.824878826388158e-06,1.31749072806997e-06,
116,I want to eat a delicatessen in thirteen hours that serves eastern european food,BookRestaurant,BookRestaurant,5.420263732958119e-06,0.9994670748710632,0.0005053954082541168,,,7.164894213929074e-06,1.0652595847204793e-05
117,Book seven in neighboring Moorpark,BookRestaurant,BookRestaurant,,0.8321238160133362,0.0012179332552477717,,0.0013331780210137367,0.0678313672542572,0.09639227390289307
118,Book a table for 12 am. at our step mother's secondary residence within walking distance for one,BookRestaurant,BookRestaurant,2.460179166519083e-05,0.998319685459137,0.0015386807499453425,,6.069151277188212e-05,2.8207976356497966e-05,
119,I want to book a sundanese gastropub nearby in Texas for 3 people on 5/20/2025.,BookRestaurant,BookRestaurant,0.008979056030511856,0.5795401930809021,0.3903232216835022,,0.016410449519753456,0.001970615005120635,
120,book a table near pat's college,BookRestaurant,BookRestaurant,1.3819412743032444e-05,0.9995697140693665,0.00038195925299078226,8.44659825816052e-06,,1.2017774679407012e-05,
121,book a table in Fiji for zero a.m,BookRestaurant,BookRestaurant,,0.9998763799667358,1.2211541616125032e-05,2.823150452968548e-06,3.443144305492751e-05,7.162064866861328e-05,
122,"Can you book me a table at Windows on the World in Cokeville , MI?",BookRestaurant,BookRestaurant,,0.9920852780342102,0.0009081539465114474,0.00021725725673604757,5.3128882427699864e-05,0.006652825511991978,
123,I want to book a restaurant close-by in Inman for five people.,BookRestaurant,BookRestaurant,9.292431286667124e-07,0.9999796152114868,4.7722960516694e-06,8.612760211690329e-07,,1.282284029002767e-05,
124,Book spot for 9,BookRestaurant,BookRestaurant,0.0004427777021192014,0.880203902721405,0.0007001322810538113,,0.1171196773648262,0.0012150270631536841,
125,Please book me a restaurant,BookRestaurant,BookRestaurant,4.96466839194909e-07,0.9999845027923584,4.5246946456245496e-07,1.2344131619101972e-06,,1.3110175132169388e-05,
126,"Book sot for 7 at a restaurant that serves european in Stringtown on Feb. the 28th, 2034",BookRestaurant,BookRestaurant,,0.999884843826294,9.984763892134652e-05,2.1462283257278614e-06,7.248551355587551e-06,,2.8006536467728438e-06
127,I want to book a bougatsa restaurant in next year nearby Penn for three people.,BookRestaurant,BookRestaurant,1.4486502095678588e-06,0.9999830722808838,5.849814442626666e-06,2.0219733869453194e-06,,7.191868007794255e-06,
128,book the best table in Tanzania for 5 people at a diner,BookRestaurant,BookRestaurant,,0.9998427629470825,0.00012991215044166893,6.65114293951774e-06,7.600220214953879e-06,,6.2393751250056084e-06
129,Book a reservation for two at Mickies Dairy Bar in Weedsport,BookRestaurant,BookRestaurant,5.034480636822991e-07,0.9999732971191406,2.5058956452994607e-05,3.9431051845895126e-07,,,5.788145358565089e-07
130,Book a reservation for ten at a restaurant in Ohio,BookRestaurant,BookRestaurant,,0.9999994039535522,4.1691774299579265e-07,2.350348893287446e-08,,6.063060453698199e-08,3.94560970562452e-08
131,I want to book a food truck for seven people in the Republic of the Congo.,BookRestaurant,SearchCreativeWork,0.001455418998375535,0.35966718196868896,,0.000528832315467298,0.0005317845498211682,0.6376065015792847,
132,I want to book a jewish restaurant in Gambia.,BookRestaurant,BookRestaurant,1.7235834093298763e-06,0.999768078327179,4.7053940761543345e-06,1.0807265198309324e-06,,0.00022372425883077085,
133,Book a reservation for a bar with a spa nearby ID,BookRestaurant,BookRestaurant,,0.9999979734420776,1.5364397540906793e-06,1.9772510029270052e-07,,8.172325038913186e-08,1.6193105523143458e-07
134,I need a table at Eddie's Attic in Nevada for one,BookRestaurant,BookRestaurant,1.727678500174079e-05,0.9995172023773193,0.00041029939893633127,2.672221489774529e-05,,,2.3037635401124135e-05
135,I want to book a brasserie for 3 people in Netherlands Antilles.,BookRestaurant,BookRestaurant,5.248932211543433e-06,0.9998531341552734,0.00012802983110304922,,2.9879374778829515e-06,7.328462743316777e-06,
136,"I want to book a top-rated restaurant close by in LA for me, rebecca and loraine on 2/6/2020.",BookRestaurant,BookRestaurant,8.679694474267308e-06,0.9994170665740967,0.0005272846901789308,,1.61410807777429e-05,2.1386720618465915e-05,
137,I want to eat by five pm in NE for a six people,BookRestaurant,BookRestaurant,0.0002823443792294711,0.9948769211769104,0.0036084665916860104,0.0005169850774109364,,0.0006059707957319915,
138,book a party at their campus within the same area for churrascaria,BookRestaurant,BookRestaurant,,0.9877748489379883,0.004323051311075687,0.0006980928010307252,,0.0008649116498418152,0.005494455806910992
139,I want to book a restaurant in sixteen seconds for 5 people in Gold Point Montana.,BookRestaurant,BookRestaurant,1.4841903066553641e-06,0.9999711513519287,1.1876200915139634e-05,2.0911825231451076e-06,,1.1825512046925724e-05,
140,phyllis ward and veronica need a table at a restaurant in 152 days,BookRestaurant,BookRestaurant,4.354040356702171e-06,0.9999425411224365,4.4704502215608954e-05,3.9604728954145685e-06,,2.40097074311052e-06,
141,Please book me a table at a bistro which serves lorna doone.,BookRestaurant,BookRestaurant,0.00015327861183322966,0.9994502663612366,3.792595089180395e-05,0.00011018534132745117,,0.00023212948872242123,
142,I want to book a joint in a  spa.,BookRestaurant,BookRestaurant,3.8247351767495275e-05,0.9990087151527405,2.6251622330164537e-05,4.320034804550232e-06,,0.0009191487915813923,
143,book spot for 7 at an indoor restaurant in MP now,BookRestaurant,BookRestaurant,,0.9999756813049316,1.8479086065781303e-05,,1.0526219966777717e-06,3.3565286230441416e-06,5.392817001848016e-07
144,I would like to book a restaurant for souvlaki cuisine in the state of NE,BookRestaurant,BookRestaurant,0.00023133195645641536,0.9974755644798279,,0.0001101565794670023,7.51172483433038e-05,0.00204076268710196,
