Query,Expected Entity,Predicted Entity,Confidence
Add the album to my Flow Espanol playlist.,artist,,0.0
Add the album to my Flow Espanol playlist.,playlist_owner,,0.0
Add the album to my Flow Espanol playlist.,playlist,,0.0
add this artist to my spotlight on country 2016 playlist,,music_item,0.931060531747834
add this artist to my spotlight on country 2016 playlist,playlist_owner,playlist_owner,0.8483777562800855
add this artist to my spotlight on country 2016 playlist,entity_name,playlist,0.42899285046491914
add this artist to my spotlight on country 2016 playlist,,playlist,0.35111359102805134
add this artist to my spotlight on country 2016 playlist,playlist,,0.0
Add give us rest to my 70s Smash Hits playlist.,,playlist_owner,0.9742224002638092
Add give us rest to my 70s Smash Hits playlist.,,playlist,0.9424796377622181
Add give us rest to my 70s Smash Hits playlist.,entity_name,,0.0
Add give us rest to my 70s Smash Hits playlist.,playlist_owner,,0.0
Add give us rest to my 70s Smash Hits playlist.,playlist,,0.0
Add the track to the work playlist.,,music_item,0.3769287733273618
Add the track to the work playlist.,entity_name,,0.0
Add the track to the work playlist.,playlist,,0.0
For my fantastic workout can you add sara bareilles?,artist,playlist_owner,0.7908441935870549
For my fantastic workout can you add sara bareilles?,,playlist,0.603916297352171
For my fantastic workout can you add sara bareilles?,,artist,0.21859999200701363
For my fantastic workout can you add sara bareilles?,music_item,,0.0
For my fantastic workout can you add sara bareilles?,playlist,,0.0
Add emilie autumn to my Nacao Reggae playlist.,playlist_owner,playlist_owner,0.9438786092661599
Add emilie autumn to my Nacao Reggae playlist.,playlist,playlist,0.9105950864161466
Add emilie autumn to my Nacao Reggae playlist.,artist,,0.0
add this tune to my Sleepify playlist,,music_item,0.9483439004900225
add this tune to my Sleepify playlist,,playlist_owner,0.5947355358550572
add this tune to my Sleepify playlist,music_item,,0.0
add this tune to my Sleepify playlist,playlist_owner,,0.0
add this tune to my Sleepify playlist,playlist,,0.0
add track in my playlist called Hands Up,artist,music_item,0.3231299455180763
add track in my playlist called Hands Up,,playlist_owner,0.6243430396246769
add track in my playlist called Hands Up,,object_name,0.6440987213947281
add track in my playlist called Hands Up,playlist_owner,,0.0
add track in my playlist called Hands Up,playlist,,0.0
Add the album to my Club Hits playlist.,,playlist_owner,0.9430088755391152
Add the album to my Club Hits playlist.,,playlist,0.9104130911252977
Add the album to my Club Hits playlist.,playlist,,0.0
Add the album to my Club Hits playlist.,artist,,0.0
Add the album to my Club Hits playlist.,music_item,,0.0
I'd like to add jordan rudess onto the Divertido para ninos playlist.,,artist,0.25675956304093045
I'd like to add jordan rudess onto the Divertido para ninos playlist.,,playlist,0.2640004637441153
I'd like to add jordan rudess onto the Divertido para ninos playlist.,music_item,,0.0
I'd like to add jordan rudess onto the Divertido para ninos playlist.,playlist,,0.0
I'd like for you to add bobby brown to my enamorandose playlist.,,playlist_owner,0.5680945923957014
I'd like for you to add bobby brown to my enamorandose playlist.,music_item,,0.0
I'd like for you to add bobby brown to my enamorandose playlist.,playlist_owner,,0.0
I'd like for you to add bobby brown to my enamorandose playlist.,playlist,,0.0
I need to add to my Infinite Indie Folk list the works of Rahim Shah,playlist_owner,playlist_owner,0.874508846037095
I need to add to my Infinite Indie Folk list the works of Rahim Shah,playlist,playlist,0.32107770002156355
I need to add to my Infinite Indie Folk list the works of Rahim Shah,,object_name,0.44654902201273095
I need to add to my Infinite Indie Folk list the works of Rahim Shah,artist,,0.0
add Jonathan Sprout album to my this is miranda lambert playlist,,playlist_owner,0.9783660369853364
add Jonathan Sprout album to my this is miranda lambert playlist,,playlist,0.7529430394022291
add Jonathan Sprout album to my this is miranda lambert playlist,music_item,,0.0
add Jonathan Sprout album to my this is miranda lambert playlist,playlist_owner,,0.0
add Jonathan Sprout album to my this is miranda lambert playlist,playlist,,0.0
add Muzika za decu to my Crash Course playlist,,playlist_owner,0.9413586270341543
add Muzika za decu to my Crash Course playlist,,playlist,0.9053580918607528
add Muzika za decu to my Crash Course playlist,artist,,0.0
add Muzika za decu to my Crash Course playlist,playlist_owner,,0.0
add Muzika za decu to my Crash Course playlist,playlist,,0.0
Add jo stafford music to the workout twerkout playlist,,playlist,0.8554727533173575
Add jo stafford music to the workout twerkout playlist,music_item,,0.0
Add jo stafford music to the workout twerkout playlist,playlist_owner,,0.0
Add jo stafford music to the workout twerkout playlist,playlist,,0.0
Add Richard McNamara newest song to the Just Smile playlist,,music_item,0.8648807913905034
Add Richard McNamara newest song to the Just Smile playlist,,playlist,0.255952142938915
Add Richard McNamara newest song to the Just Smile playlist,entity_name,,0.0
Add Richard McNamara newest song to the Just Smile playlist,playlist_owner,,0.0
Add Richard McNamara newest song to the Just Smile playlist,playlist,,0.0
Add Andy Hunter to my Evening Commute playlist.,,playlist_owner,0.9381208326791703
Add Andy Hunter to my Evening Commute playlist.,,playlist,0.8715612836080431
Add Andy Hunter to my Evening Commute playlist.,artist,,0.0
Add Andy Hunter to my Evening Commute playlist.,playlist_owner,,0.0
Add Andy Hunter to my Evening Commute playlist.,playlist,,0.0
add the current track to my This Is Tchaikovsky playlist,,object_select,0.6851302514317682
add the current track to my This Is Tchaikovsky playlist,,object_type,0.4382337686028372
add the current track to my This Is Tchaikovsky playlist,,playlist_owner,0.9858342857887518
add the current track to my This Is Tchaikovsky playlist,,playlist,0.9819047652803847
add the current track to my This Is Tchaikovsky playlist,music_item,,0.0
add the current track to my This Is Tchaikovsky playlist,playlist,,0.0
Can I put this tune onto my sin estres playlist?,,music_item,0.8714923898720935
Can I put this tune onto my sin estres playlist?,,playlist_owner,0.8737734366511668
Can I put this tune onto my sin estres playlist?,,playlist,0.8850958436801872
Can I put this tune onto my sin estres playlist?,entity_name,,0.0
Can I put this tune onto my sin estres playlist?,playlist_owner,,0.0
Can I put this tune onto my sin estres playlist?,playlist,,0.0
Add the boy george track to the Emo Forever playlist.,playlist_owner,music_item,0.36830838879869227
Add the boy george track to the Emo Forever playlist.,,playlist,0.2563247495936714
Add the boy george track to the Emo Forever playlist.,music_item,,0.0
Add the boy george track to the Emo Forever playlist.,playlist,,0.0
Add jack white to my playlist This Is Shakira,,playlist_owner,0.8839942594720122
Add jack white to my playlist This Is Shakira,entity_name,,0.0
Add jack white to my playlist This Is Shakira,playlist,,0.0
add this song by Too Poetic to my Piano Ballads playlist,,music_item,0.6936430416076744
add this song by Too Poetic to my Piano Ballads playlist,,artist,0.6512524247132884
add this song by Too Poetic to my Piano Ballads playlist,,playlist_owner,0.9458771071455239
add this song by Too Poetic to my Piano Ballads playlist,,playlist,0.9102116252626538
add this song by Too Poetic to my Piano Ballads playlist,music_item,,0.0
add this song by Too Poetic to my Piano Ballads playlist,playlist,,0.0
add Farhad Darya songs in virales de siempre,,object_name,0.21589999562981357
add Farhad Darya songs in virales de siempre,music_item,,0.0
add Farhad Darya songs in virales de siempre,playlist_owner,,0.0
add Farhad Darya songs in virales de siempre,playlist,,0.0
add this track to my Hands Up playlist,,music_item,0.4725727947869321
add this track to my Hands Up playlist,,playlist_owner,0.939283155462992
add this track to my Hands Up playlist,,playlist,0.8687741046228857
add this track to my Hands Up playlist,music_item,,0.0
add this track to my Hands Up playlist,playlist_owner,,0.0
add this track to my Hands Up playlist,playlist,,0.0
Add the track to the drum & breaks playlist.,music_item,music_item,0.3590853617461201
Add the track to the drum & breaks playlist.,,playlist,0.24212300921443491
Add the track to the drum & breaks playlist.,artist,,0.0
Add the track to the drum & breaks playlist.,playlist_owner,,0.0
Add the track to the drum & breaks playlist.,playlist,,0.0
Add millie corretjer to the rhythm playlist,,playlist,0.2359185714343778
Add millie corretjer to the rhythm playlist,entity_name,,0.0
Add millie corretjer to the rhythm playlist,playlist,,0.0
Add Recalled to Life to This Is Alejandro Fernandez,artist,,0.0
Add Recalled to Life to This Is Alejandro Fernandez,music_item,,0.0
Add Recalled to Life to This Is Alejandro Fernandez,playlist,,0.0
Add Michael Wittig music to Country Icon playlist,,playlist,0.37024879882971257
Add Michael Wittig music to Country Icon playlist,entity_name,,0.0
Add Michael Wittig music to Country Icon playlist,playlist_owner,,0.0
Add Michael Wittig music to Country Icon playlist,playlist,,0.0
add Highway Patrolman in my playlist this is al green,,artist,0.2894179193109737
add Highway Patrolman in my playlist this is al green,,playlist_owner,0.6260695481240688
add Highway Patrolman in my playlist this is al green,,object_name,0.1613670886316241
add Highway Patrolman in my playlist this is al green,music_item,,0.0
add Highway Patrolman in my playlist this is al green,artist,,0.0
add Highway Patrolman in my playlist this is al green,playlist_owner,,0.0
add Highway Patrolman in my playlist this is al green,playlist,,0.0
add A Very Cellular Song to masters of metal playlist,,artist,0.2535512972547618
add A Very Cellular Song to masters of metal playlist,,music_item,0.7316926582311456
add A Very Cellular Song to masters of metal playlist,,object_name,0.3659346301562525
add A Very Cellular Song to masters of metal playlist,music_item,,0.0
add A Very Cellular Song to masters of metal playlist,playlist_owner,,0.0
add A Very Cellular Song to masters of metal playlist,playlist,,0.0
Add Toyan to my Epic Gaming playlist.,,playlist_owner,0.9407484475121581
Add Toyan to my Epic Gaming playlist.,music_item,playlist,0.8711399186974458
Add Toyan to my Epic Gaming playlist.,artist,,0.0
Add Toyan to my Epic Gaming playlist.,playlist,,0.0
can you add the current tune to my Calm before the storm playlist,,object_select,0.5228011844150109
can you add the current tune to my Calm before the storm playlist,,music_item,0.9207750671012443
can you add the current tune to my Calm before the storm playlist,,playlist_owner,0.8656300064078213
can you add the current tune to my Calm before the storm playlist,,playlist,0.47320411408761975
can you add the current tune to my Calm before the storm playlist,,playlist,0.2346172928932326
can you add the current tune to my Calm before the storm playlist,music_item,,0.0
can you add the current tune to my Calm before the storm playlist,playlist,,0.0
can you add the current tune to my Calm before the storm playlist,artist,,0.0
can you add the current tune to my Calm before the storm playlist,playlist_owner,,0.0
Add Annesley Malewana album to playlist indietronic,artist,,0.0
Add Annesley Malewana album to playlist indietronic,music_item,,0.0
Add Annesley Malewana album to playlist indietronic,playlist_owner,,0.0
Add Annesley Malewana album to playlist indietronic,playlist,,0.0
add tommy johnson to The MetalSucks Playlist,,playlist,0.5377507652545209
add tommy johnson to The MetalSucks Playlist,music_item,,0.0
add tommy johnson to The MetalSucks Playlist,playlist_owner,,0.0
add tommy johnson to The MetalSucks Playlist,playlist,,0.0
Please add The image of you to my playlist Crate Diggers Anonymous,,playlist_owner,0.886079301579087
Please add The image of you to my playlist Crate Diggers Anonymous,music_item,,0.0
Please add The image of you to my playlist Crate Diggers Anonymous,playlist_owner,,0.0
Please add The image of you to my playlist Crate Diggers Anonymous,playlist,,0.0
"Onto jerry's Classical Moments in Movies, please add the album.",,city,0.5762565886416913
"Onto jerry's Classical Moments in Movies, please add the album.",music_item,,0.0
"Onto jerry's Classical Moments in Movies, please add the album.",playlist,,0.0
Add the album to the The Sweet Suite playlist.,,object_name,0.2802834903450203
Add the album to the The Sweet Suite playlist.,music_item,,0.0
Add the album to the The Sweet Suite playlist.,artist,,0.0
Add the album to the The Sweet Suite playlist.,playlist,,0.0
Please add some Pete Townshend to my playlist Fiesta Hits con Lali,,playlist_owner,0.8830777550431401
Please add some Pete Townshend to my playlist Fiesta Hits con Lali,,object_name,0.2860032691206976
