Query,Expected Entity,Predicted Entity,Confidence
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,,movie_name,0.5033182501792908
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,,object_name,0.436443567276001
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,,city,0.429158091545105
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,,playlist_owner,0.881739616394043
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,,condition_description,0.8790644407272339
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,,object_name,0.464259535074234
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,,playlist,0.6271092295646667
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,playlist_owner,,0.0
Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,playlist,,0.0
Add a song to my playlist madden nfl 16,,music_item,0.9968093037605286
Add a song to my playlist madden nfl 16,,playlist_owner,0.9009783864021301
Add a song to my playlist madden nfl 16,,object_name,0.6752405166625977
Add a song to my playlist madden nfl 16,,best_rating,0.41792115569114685
Add a song to my playlist madden nfl 16,music_item,,0.0
Add a song to my playlist madden nfl 16,playlist,,0.0
Please add this track by Paul McGuigan to the Deep House playlist.,,music_item,0.9885942935943604
Please add this track by Paul McGuigan to the Deep House playlist.,,object_name,0.205801859498024
Please add this track by Paul McGuigan to the Deep House playlist.,,music_item,0.8428996205329895
Please add this track by Paul McGuigan to the Deep House playlist.,music_item,,0.0
Please add this track by Paul McGuigan to the Deep House playlist.,playlist,,0.0
Add the artist to my dishwashing playlist.,,music_item,0.9976915121078491
Add the artist to my dishwashing playlist.,,playlist_owner,0.9119009375572205
Add the artist to my dishwashing playlist.,,state,0.8602559566497803
Add the artist to my dishwashing playlist.,entity_name,,0.0
Add the artist to my dishwashing playlist.,playlist_owner,,0.0
Add the artist to my dishwashing playlist.,playlist,,0.0
Add the artist Adam Deibert to my Perfect Concentration playlist.,,music_item,0.9975003600120544
Add the artist Adam Deibert to my Perfect Concentration playlist.,,playlist,0.5426596999168396
Add the artist Adam Deibert to my Perfect Concentration playlist.,,playlist_owner,0.16448578238487244
Add the artist Adam Deibert to my Perfect Concentration playlist.,artist,,0.0
Add the artist Adam Deibert to my Perfect Concentration playlist.,playlist,,0.0
add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,,artist,0.3319298028945923
add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,,best_rating,0.4416378140449524
add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,,object_name,0.2115943878889084
add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,,album,0.22955085337162018
add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,artist,,0.0
add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,playlist,,0.0
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,,object_name,0.24649678170681
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,,playlist_owner,0.7518549561500549
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,,timeRange,0.9401234984397888
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,,best_rating,0.3969811797142029
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,,best_rating,0.438110888004303
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,artist,,0.0
Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,playlist,,0.0
Add the 40 cal tune to the laundry playlist.,,best_rating,0.4194194972515106
Add the 40 cal tune to the laundry playlist.,playlist,music_item,0.9983890056610107
Add the 40 cal tune to the laundry playlist.,,playlist,0.9905053973197937
Add the 40 cal tune to the laundry playlist.,music_item,,0.0
Add porter wagoner to the The Sleep Machine Waterscapes playlist.,,music_item,0.7300785183906555
Add porter wagoner to the The Sleep Machine Waterscapes playlist.,,location_name,0.58
Add porter wagoner to the The Sleep Machine Waterscapes playlist.,artist,,0.0
Add porter wagoner to the The Sleep Machine Waterscapes playlist.,playlist_owner,,0.0
Add porter wagoner to the The Sleep Machine Waterscapes playlist.,playlist,,0.0
Add lofty fake anagram to the la mejor musica de bso playlist.,,object_name,0.31904229521751404
Add lofty fake anagram to the la mejor musica de bso playlist.,playlist,playlist,0.66
Add lofty fake anagram to the la mejor musica de bso playlist.,,state,0.18047240376472473
Add lofty fake anagram to the la mejor musica de bso playlist.,entity_name,,0.0
add we have a theme song to my House Afterwork playlist,,music_item,0.9974094033241272
add we have a theme song to my House Afterwork playlist,,playlist_owner,0.9043557643890381
add we have a theme song to my House Afterwork playlist,,timeRange,0.8776657581329346
add we have a theme song to my House Afterwork playlist,music_item,,0.0
add we have a theme song to my House Afterwork playlist,playlist_owner,,0.0
add we have a theme song to my House Afterwork playlist,playlist,,0.0
put the artist onto Top Latin Alternative.,,music_item,0.9974431991577148
put the artist onto Top Latin Alternative.,,sort,0.19465766847133636
put the artist onto Top Latin Alternative.,playlist_owner,,0.0
put the artist onto Top Latin Alternative.,playlist,,0.0
put the artist onto Top Latin Alternative.,music_item,,0.0
Add kent james to the disney soundtrack.,entity_name,object_select,0.23226577043533325
Add kent james to the disney soundtrack.,,spatial_relation,0.344323992729187
Add kent james to the disney soundtrack.,,object_type,0.9943932294845581
Add kent james to the disney soundtrack.,playlist_owner,,0.0
Add kent james to the disney soundtrack.,playlist,,0.0
add nuba to my Metal Party playlist,,playlist_owner,0.8784324526786804
add nuba to my Metal Party playlist,artist,,0.0
add nuba to my Metal Party playlist,playlist,,0.0
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,,object_name,0.3145942687988281
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,,playlist,0.8966582417488098
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,playlist,best_rating,0.43838292360305786
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,,playlist,0.9653829336166382
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,,service,0.9975908994674683
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,artist,,0.0
Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,playlist_owner,,0.0
Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,,service,0.778443455696106
Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,,object_name,0.28811949491500854
Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,,object_name,0.41056209802627563
Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,,playlist,0.9436805844306946
Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,artist,,0.0
Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,playlist,,0.0
Add this album to Old School Death Metal,,object_name,0.7400891184806824
Add this album to Old School Death Metal,,object_name,0.85196852684021
Add this album to Old School Death Metal,music_item,,0.0
Add this album to Old School Death Metal,playlist,,0.0
add this artist to my Electronic Bliss playlist,,music_item,0.9976639747619629
add this artist to my Electronic Bliss playlist,,playlist_owner,0.39341023564338684
add this artist to my Electronic Bliss playlist,music_item,,0.0
add this artist to my Electronic Bliss playlist,playlist,,0.0
Add the album to my Perfect Concentration playlist.,,playlist_owner,0.19358228147029877
Add the album to my Perfect Concentration playlist.,music_item,,0.0
Add the album to my Perfect Concentration playlist.,playlist_owner,,0.0
Add the album to my Perfect Concentration playlist.,playlist,,0.0
add a song in my All Out 60s,,music_item,0.996954083442688
add a song in my All Out 60s,,playlist_owner,0.40073099732398987
add a song in my All Out 60s,,playlist,0.28088781237602234
add a song in my All Out 60s,artist,,0.0
add a song in my All Out 60s,playlist,,0.0
add digging now to my Young at Heart playlist,artist,timeRange,0.67
add digging now to my Young at Heart playlist,,playlist_owner,0.9107009768486023
add digging now to my Young at Heart playlist,,entity_name,0.9537988901138306
add digging now to my Young at Heart playlist,playlist_owner,,0.0
add digging now to my Young at Heart playlist,playlist,,0.0
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,artist,party_size_description,0.3073733448982239
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,,object_type,0.15604084730148315
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,,music_item,0.9967997074127197
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,,sort,0.45550358295440674
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,,best_rating,0.4081778824329376
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,,playlist_owner,0.8835173845291138
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,,playlist,0.9866853952407837
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,,party_size_number,0.1060064435005188
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,playlist_owner,,0.0
add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,playlist,,0.0
add the song to my We Everywhere playlist,,music_item,0.9964775443077087
add the song to my We Everywhere playlist,,playlist_owner,0.905447781085968
add the song to my We Everywhere playlist,,object_name,0.9587185382843018
add the song to my We Everywhere playlist,artist,,0.0
add the song to my We Everywhere playlist,playlist,,0.0
Add the album to the Might and Myth Power Metal playlist.,,album,0.46895459294319153
Add the album to the Might and Myth Power Metal playlist.,,playlist,0.40164923667907715
Add the album to the Might and Myth Power Metal playlist.,music_item,,0.0
Add the album to the Might and Myth Power Metal playlist.,playlist,,0.0
Add a song to this is racionais mc's,,music_item,0.9970857501029968
Add a song to this is racionais mc's,playlist,object_name,0.5493020415306091
Add a song to this is racionais mc's,,location_name,0.37419962882995605
Add a song to this is racionais mc's,artist,,0.0
"Add Jerry Calliste, Jr to my Te quiero playlist.",,artist,0.975666880607605
"Add Jerry Calliste, Jr to my Te quiero playlist.",,playlist_owner,0.4699442386627197
"Add Jerry Calliste, Jr to my Te quiero playlist.",,rating_value,0.44234395027160645
"Add Jerry Calliste, Jr to my Te quiero playlist.",artist,,0.0
"Add Jerry Calliste, Jr to my Te quiero playlist.",music_item,,0.0
"Add Jerry Calliste, Jr to my Te quiero playlist.",playlist,,0.0
Add sarah slean to my playlist Mellowed Out Gaming,,artist,0.9966048002243042
Add sarah slean to my playlist Mellowed Out Gaming,,playlist_owner,0.9035249948501587
Add sarah slean to my playlist Mellowed Out Gaming,,object_select,0.40544402599334717
Add sarah slean to my playlist Mellowed Out Gaming,,object_type,0.5917903780937195
Add sarah slean to my playlist Mellowed Out Gaming,music_item,,0.0
Add sarah slean to my playlist Mellowed Out Gaming,playlist,,0.0
Add the album to my Flow Espanol playlist.,music_item,playlist_owner,0.8422123789787292
Add the album to my Flow Espanol playlist.,,country,0.15588131546974182
Add the album to my Flow Espanol playlist.,artist,,0.0
Add the album to my Flow Espanol playlist.,playlist_owner,,0.0
Add the album to my Flow Espanol playlist.,playlist,,0.0
add this artist to my spotlight on country 2016 playlist,,music_item,0.9975857734680176
add this artist to my spotlight on country 2016 playlist,playlist_owner,playlist_owner,0.11040891706943512
add this artist to my spotlight on country 2016 playlist,,artist,0.15910452604293823
add this artist to my spotlight on country 2016 playlist,,best_rating,0.39532625675201416
add this artist to my spotlight on country 2016 playlist,playlist,,0.0
add this artist to my spotlight on country 2016 playlist,entity_name,,0.0
Add give us rest to my 70s Smash Hits playlist.,,restaurant_type,0.7403488159179688
Add give us rest to my 70s Smash Hits playlist.,,playlist_owner,0.5542168021202087
Add give us rest to my 70s Smash Hits playlist.,,city,0.3125942647457123
Add give us rest to my 70s Smash Hits playlist.,entity_name,,0.0
Add give us rest to my 70s Smash Hits playlist.,playlist_owner,,0.0
Add give us rest to my 70s Smash Hits playlist.,playlist,,0.0
Add the track to the work playlist.,,music_item,0.9883553981781006
Add the track to the work playlist.,entity_name,,0.0
Add the track to the work playlist.,playlist,,0.0
For my fantastic workout can you add sara bareilles?,artist,playlist_owner,0.8184708952903748
For my fantastic workout can you add sara bareilles?,,restaurant_type,0.2884824275970459
For my fantastic workout can you add sara bareilles?,,playlist,0.9852110147476196
For my fantastic workout can you add sara bareilles?,,artist,0.7058287262916565
For my fantastic workout can you add sara bareilles?,,country,0.35063010454177856
For my fantastic workout can you add sara bareilles?,music_item,,0.0
For my fantastic workout can you add sara bareilles?,playlist,,0.0
Add emilie autumn to my Nacao Reggae playlist.,artist,object_type,0.1292048692703247
Add emilie autumn to my Nacao Reggae playlist.,playlist_owner,playlist_owner,0.3554771840572357
Add emilie autumn to my Nacao Reggae playlist.,,object_name,0.9470843076705933
Add emilie autumn to my Nacao Reggae playlist.,playlist,,0.0
add this tune to my Sleepify playlist,,music_item,0.9983199238777161
add this tune to my Sleepify playlist,,playlist_owner,0.9058024883270264
add this tune to my Sleepify playlist,,service,0.8314204216003418
add this tune to my Sleepify playlist,music_item,,0.0
add this tune to my Sleepify playlist,playlist_owner,,0.0
add this tune to my Sleepify playlist,playlist,,0.0
add track in my playlist called Hands Up,artist,music_item,0.9860448837280273
add track in my playlist called Hands Up,,playlist_owner,0.888184130191803
add track in my playlist called Hands Up,,country,0.36152487993240356
add track in my playlist called Hands Up,playlist_owner,,0.0
add track in my playlist called Hands Up,playlist,,0.0
Add the album to my Club Hits playlist.,,object_name,0.5610349178314209
Add the album to my Club Hits playlist.,,playlist_owner,0.9063601493835449
Add the album to my Club Hits playlist.,,spatial_relation,0.20561805367469788
Add the album to my Club Hits playlist.,,city,0.26845675706863403
Add the album to my Club Hits playlist.,playlist,,0.0
Add the album to my Club Hits playlist.,artist,,0.0
Add the album to my Club Hits playlist.,music_item,,0.0
I'd like to add jordan rudess onto the Divertido para ninos playlist.,,artist,0.8914569616317749
I'd like to add jordan rudess onto the Divertido para ninos playlist.,,playlist,0.4921652376651764
I'd like to add jordan rudess onto the Divertido para ninos playlist.,,object_name,0.21107356250286102
I'd like to add jordan rudess onto the Divertido para ninos playlist.,music_item,,0.0
I'd like to add jordan rudess onto the Divertido para ninos playlist.,playlist,,0.0
I'd like for you to add bobby brown to my enamorandose playlist.,,poi,0.46848243474960327
I'd like for you to add bobby brown to my enamorandose playlist.,,playlist_owner,0.2406734675168991
I'd like for you to add bobby brown to my enamorandose playlist.,music_item,,0.0
I'd like for you to add bobby brown to my enamorandose playlist.,playlist_owner,,0.0
I'd like for you to add bobby brown to my enamorandose playlist.,playlist,,0.0
I need to add to my Infinite Indie Folk list the works of Rahim Shah,playlist_owner,playlist_owner,0.920452356338501
I need to add to my Infinite Indie Folk list the works of Rahim Shah,,object_name,0.3990405797958374
I need to add to my Infinite Indie Folk list the works of Rahim Shah,artist,artist,0.5236765742301941
I need to add to my Infinite Indie Folk list the works of Rahim Shah,,track,0.8497105836868286
I need to add to my Infinite Indie Folk list the works of Rahim Shah,playlist,,0.0
add Jonathan Sprout album to my this is miranda lambert playlist,,artist,0.30262550711631775
add Jonathan Sprout album to my this is miranda lambert playlist,,playlist_owner,0.910376787185669
add Jonathan Sprout album to my this is miranda lambert playlist,,playlist,0.5097746253013611
add Jonathan Sprout album to my this is miranda lambert playlist,,artist,0.4859718978404999
add Jonathan Sprout album to my this is miranda lambert playlist,,rating_value,0.2759385108947754
add Jonathan Sprout album to my this is miranda lambert playlist,music_item,,0.0
add Jonathan Sprout album to my this is miranda lambert playlist,playlist_owner,,0.0
add Jonathan Sprout album to my this is miranda lambert playlist,playlist,,0.0
add Muzika za decu to my Crash Course playlist,,object_name,0.39131417870521545
add Muzika za decu to my Crash Course playlist,,playlist_owner,0.24103693664073944
add Muzika za decu to my Crash Course playlist,artist,,0.0
add Muzika za decu to my Crash Course playlist,playlist_owner,,0.0
add Muzika za decu to my Crash Course playlist,playlist,,0.0
Add jo stafford music to the workout twerkout playlist,,playlist,0.5442892909049988
Add jo stafford music to the workout twerkout playlist,,playlist,0.9910983443260193
Add jo stafford music to the workout twerkout playlist,music_item,,0.0
Add jo stafford music to the workout twerkout playlist,playlist_owner,,0.0
Add jo stafford music to the workout twerkout playlist,playlist,,0.0
Add Richard McNamara newest song to the Just Smile playlist,entity_name,artist,0.2178005874156952
Add Richard McNamara newest song to the Just Smile playlist,,sort,0.6952115297317505
Add Richard McNamara newest song to the Just Smile playlist,,music_item,0.9980225563049316
Add Richard McNamara newest song to the Just Smile playlist,,object_name,0.33896374702453613
Add Richard McNamara newest song to the Just Smile playlist,playlist_owner,,0.0
Add Richard McNamara newest song to the Just Smile playlist,playlist,,0.0
Add Andy Hunter to my Evening Commute playlist.,artist,timeRange,0.4245860278606415
Add Andy Hunter to my Evening Commute playlist.,,playlist_owner,0.9010767936706543
Add Andy Hunter to my Evening Commute playlist.,,object_name,0.65
Add Andy Hunter to my Evening Commute playlist.,playlist_owner,,0.0
Add Andy Hunter to my Evening Commute playlist.,playlist,,0.0
add the current track to my This Is Tchaikovsky playlist,,object_select,0.6655202507972717
