,Query,Expected Intent,Predicted Intent,AddToPlaylist,BookRestaurant,GetWeather,PlayMusic,RateBook,SearchCreativeWork,SearchScreeningEvent
16,Add the chris clark tune to my women of the blues playlist.,AddToPlaylist,AddToPlaylist,0.9999735355377197,1.7812558894547692e-07,1.0369691153755412e-05,5.4744837996167917e-08,5.7981610552815255e-06,1.183101744572923e-06,8.903023626771756e-06
17,Add Roel van Velzen to my party of the century playlist.,AddToPlaylist,AddToPlaylist,0.9993701577186584,6.347168528009206e-05,3.560625918908045e-05,3.089709935011342e-05,3.4283897548448294e-05,0.00016967237752396613,0.0002959564735647291
18,Add the album to the Hipster Soul playlist.,AddToPlaylist,AddToPlaylist,0.9998694658279419,3.106488009052555e-07,4.866144990955945e-06,1.4256809208745835e-06,4.670665930461837e-06,0.00010126970300916582,1.7961099729291163e-05
19,Add the song virales de siempre by the cary brothers to my gym playlist.,AddToPlaylist,AddToPlaylist,0.9999346733093262,2.4031876364460913e-06,6.416603355319239e-06,7.732693120487966e-06,3.962182745453902e-06,1.7929547539097257e-05,2.689411849132739e-05
20,Add a track to Jazzy Dinner,AddToPlaylist,AddToPlaylist,0.9891781806945801,0.0019692699424922466,0.00036653471761383116,0.00055628054542467,0.0013899191981181502,0.004482043907046318,0.002057771198451519
21,Add this tune to dorthy's 80's party playlist,AddToPlaylist,AddToPlaylist,0.9998724460601807,5.3848884817853104e-06,2.843159018084407e-05,3.7158177292440087e-05,1.7584750821697526e-05,2.499666516087018e-05,1.395838989992626e-05
22,Add this album to the Spanish Beat playlist,AddToPlaylist,AddToPlaylist,0.9999198913574219,5.21240451689664e-07,2.066499655484222e-05,1.5940074717946118e-06,3.600993295549415e-06,9.659806892159395e-06,4.406796506373212e-05
23,Add an artist to Jukebox Boogie Rhythm & Blues,AddToPlaylist,AddToPlaylist,0.9975443482398987,0.0004567136347759515,9.009087807498872e-05,0.0003924944903701544,0.0003985328075941652,0.00030300451908260584,0.0008147210464812815
24,Put abe laboriel onto the Escapada playlist.,AddToPlaylist,AddToPlaylist,0.9991602897644043,3.942530747735873e-05,0.00010189523891313002,0.00019567606796044856,0.00011676843860186636,0.00022967175755184144,0.0001563637488288805
25,Add martin barre to my punk unplugged playlist.,AddToPlaylist,AddToPlaylist,0.999984860420227,5.521834509636392e-07,8.29809778224444e-07,5.070184556643653e-07,1.181542188533058e-06,4.414412160258507e-06,7.601379820698639e-06
26,Can you put the artist Giovanni Giacomo Gastoldi onto the Chill Out Music playlist?,AddToPlaylist,AddToPlaylist,0.9996576309204102,3.9043261494953185e-06,0.00010861067130463198,2.140317519661039e-05,2.0603245502570644e-05,8.767989493208006e-05,0.00010021679918281734
27,Add our little corner of the world music from gilmore girls to my The Funny Thing About Football Is playlist.,AddToPlaylist,AddToPlaylist,0.9927418231964111,9.271372982766479e-05,0.003937918227165937,0.0008721679914742708,0.0006062550819478929,0.001392592559568584,0.0003565028018783778
28,Add a song to my playlist madden nfl 16,AddToPlaylist,AddToPlaylist,0.9998843669891357,3.823996905794047e-07,1.2738994882965926e-05,5.180081643629819e-06,8.464375423500314e-05,7.50522031012224e-06,5.130249519424979e-06
29,Please add this track by Paul McGuigan to the Deep House playlist.,AddToPlaylist,AddToPlaylist,0.9996102452278137,2.2709541553922463e-06,2.491586383257527e-05,5.707209857064299e-05,1.3038933502684813e-05,0.0002671592519618571,2.5368981368956156e-05
30,Add the artist to my dishwashing playlist.,AddToPlaylist,AddToPlaylist,0.9999864101409912,5.277807346715235e-08,5.814590053887514e-07,2.872001836351501e-08,2.3161068440913368e-07,1.3041246802458772e-06,1.1338003787386697e-05
31,Add the artist Adam Deibert to my Perfect Concentration playlist.,AddToPlaylist,AddToPlaylist,0.9999028444290161,8.764091944613028e-06,5.822185812576208e-06,4.321790584072005e-06,3.1983277040126268e-06,4.458678813534789e-05,3.0438737667282112e-05
32,add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight Cafe,AddToPlaylist,AddToPlaylist,0.9785104990005493,0.0008390573784708977,0.0004635628720279783,0.013881823979318142,0.005206128116697073,0.0009374007349833846,0.00016146853158716112
33,Put Jean Philippe Goncalves onto my running to rock 170 to 190 bpm.,AddToPlaylist,AddToPlaylist,0.8510657548904419,0.0007377173169516027,0.005158510059118271,0.0006762815173715353,0.13950403034687042,0.0015916847623884678,0.00126610416918993
34,Add the 40 cal tune to the laundry playlist.,AddToPlaylist,AddToPlaylist,0.9998503923416138,1.968139486052678e-06,1.3110079635225702e-05,2.089133886329364e-06,7.524942338932306e-05,2.777635927486699e-05,2.940855483757332e-05
35,Add porter wagoner to the The Sleep Machine Waterscapes playlist.,AddToPlaylist,AddToPlaylist,0.9991430044174194,6.231097358977422e-06,0.0002104609739035368,1.8198023781224038e-06,1.98917059606174e-05,0.00022953617735765874,0.00038897592457942665
36,Add lofty fake anagram to the la mejor musica de bso playlist.,AddToPlaylist,AddToPlaylist,0.998767614364624,0.00014592280786018819,0.00011041503603337333,0.000524345610756427,6.144619692349806e-05,0.0003029727376997471,8.727895328775048e-05
37,add we have a theme song to my House Afterwork playlist,AddToPlaylist,AddToPlaylist,0.9999301433563232,3.095521208251739e-07,2.3688236979069188e-05,1.987310952245025e-06,2.400242919975426e-06,1.586273720022291e-05,2.5604982511140406e-05
38,put the artist onto Top Latin Alternative.,AddToPlaylist,AddToPlaylist,0.6980025768280029,0.02170797437429428,0.004227660596370697,0.04461045190691948,0.22651492059230804,0.00048529336345382035,0.0044511454179883
39,Add kent james to the disney soundtrack.,AddToPlaylist,AddToPlaylist,0.7848657369613647,0.00043936623842455447,0.000506295938976109,0.00043854094110429287,0.0003021929587703198,0.19874843955039978,0.01469947025179863
40,add nuba to my Metal Party playlist,AddToPlaylist,AddToPlaylist,0.9999136924743652,1.2279428119654767e-05,1.876822716440074e-05,4.859167802351294e-06,6.432790996768745e-06,1.1514395737322047e-05,3.250463487347588e-05
41,Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,AddToPlaylist,AddToPlaylist,0.66691654920578,0.07773430645465851,0.025689225643873215,0.16289345920085907,0.06262204051017761,0.000952464179135859,0.00319190276786685
42,Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years?,AddToPlaylist,AddToPlaylist,0.9934855103492737,2.9671920856344514e-05,0.00031463371124118567,3.999866748927161e-05,0.00020141355344094336,0.0054017906077206135,0.0005270371329970658
43,Add this album to Old School Death Metal,AddToPlaylist,AddToPlaylist,0.9896988272666931,4.947208071826026e-05,0.0001475496537750587,0.0001315668341703713,0.006186744198203087,0.0027725212275981903,0.0010133088799193501
44,add this artist to my Electronic Bliss playlist,AddToPlaylist,AddToPlaylist,0.9999951124191284,2.8609118629674413e-08,1.5984004448910127e-06,7.962081127743659e-08,1.0505955287953839e-06,5.36819413810008e-07,1.5932138239804772e-06
45,Add the album to my Perfect Concentration playlist.,AddToPlaylist,AddToPlaylist,0.9999330043792725,2.118380507454276e-06,3.65749406228133e-06,2.4994137675093953e-06,1.4729022041137796e-05,1.8904667740571313e-05,2.4966704586404376e-05
46,add a song in my All Out 60s,AddToPlaylist,AddToPlaylist,0.9978952407836914,2.5004543203976937e-05,9.929085354087874e-05,0.00040411786176264286,0.001192239229567349,9.69893008004874e-05,0.00028706248849630356
47,add digging now to my Young at Heart playlist,AddToPlaylist,AddToPlaylist,0.9999711513519287,1.386460013463875e-07,1.4717544445375097e-06,1.4984439076215494e-06,1.284372615373286e-06,2.9547177291533444e-06,2.150188447558321e-05
48,add ireland in the junior eurovision song contest 2015 to my Jazzy Dinner playlist,AddToPlaylist,AddToPlaylist,0.9987433552742004,0.0001770801900420338,0.00018376059597358108,5.4943297982390504e-06,0.0006631535943597555,1.931183078340837e-06,0.00022532239381689578
49,add the song to my We Everywhere playlist,AddToPlaylist,AddToPlaylist,0.9999737739562988,9.77769616383739e-08,3.985877356171841e-06,1.0092409183926065e-06,8.290822961498634e-07,8.023057489481289e-06,1.2399918887240347e-05
50,Add the album to the Might and Myth Power Metal playlist.,AddToPlaylist,AddToPlaylist,0.9988214373588562,3.197955447831191e-05,2.1161600670893677e-05,3.452960299910046e-05,0.0002173500251956284,0.0005725356750190258,0.00030093552777543664
51,Add a song to this is racionais mc's,AddToPlaylist,AddToPlaylist,0.9986110925674438,3.835814368358115e-06,0.00026446141419000924,1.518670342193218e-05,0.0005902645643800497,0.00026985828299075365,0.0002452005574014038
52,"Add Jerry Calliste, Jr to my Te quiero playlist.",AddToPlaylist,AddToPlaylist,0.999988317489624,1.3992156766562402e-07,3.7816544136148877e-06,7.351854947046377e-08,3.056711150861702e-08,4.428354714036686e-06,3.2114753594214562e-06
53,Add sarah slean to my playlist Mellowed Out Gaming,AddToPlaylist,AddToPlaylist,0.999962568283081,3.2396386018263e-07,3.7441827771544922e-06,1.9588556199323648e-07,1.0706091416068375e-05,4.074400749232154e-06,1.851827255450189e-05
54,Add the album to my Flow Espanol playlist.,AddToPlaylist,AddToPlaylist,0.9999538660049438,2.846068127837498e-07,2.3314845748245716e-05,4.0978335391628207e-07,1.489548708377697e-06,6.662566647719359e-06,1.3933218724559993e-05
55,add this artist to my spotlight on country 2016 playlist,AddToPlaylist,AddToPlaylist,0.9998247027397156,2.638161504364689e-06,3.150726843159646e-05,3.245551170039107e-06,0.00010437948367325589,2.7786625196313253e-06,3.0878418328939006e-05
56,Add give us rest to my 70s Smash Hits playlist.,AddToPlaylist,AddToPlaylist,0.9998238682746887,8.434521078015678e-06,1.657421307754703e-05,9.624863014323637e-05,1.8202395949629135e-05,1.4786395695409738e-05,2.1925334294792265e-05
57,Add the track to the work playlist.,AddToPlaylist,AddToPlaylist,0.9996209144592285,1.0771781688845294e-08,5.262253353066626e-07,2.699316894450021e-07,1.1732502116501564e-06,0.00035426151589490473,2.2923690266907215e-05
58,For my fantastic workout can you add sara bareilles?,AddToPlaylist,AddToPlaylist,0.9840081930160522,0.005338451359421015,0.0019672298803925514,0.00045209581730887294,0.00043629982974380255,0.0056990827433764935,0.002098596654832363
59,Add emilie autumn to my Nacao Reggae playlist.,AddToPlaylist,AddToPlaylist,0.9999394416809082,2.0157415292487713e-06,8.748353138798848e-06,2.053842763416469e-06,9.65490812632197e-07,3.167756585753523e-05,1.5192191312962677e-05
60,add this tune to my Sleepify playlist,AddToPlaylist,AddToPlaylist,0.9999880790710449,5.839681804786778e-08,2.8828380891354755e-06,3.0728284627912217e-07,4.2054011828440707e-07,5.09700339534902e-06,3.205095254088519e-06
61,add track in my playlist called Hands Up,AddToPlaylist,AddToPlaylist,0.9997989535331726,4.236307660221428e-08,2.266798162509076e-07,3.319767927223438e-08,2.8411459851440668e-08,0.00019170058658346534,8.955726116255391e-06
62,Add the album to my Club Hits playlist.,AddToPlaylist,AddToPlaylist,0.9999639987945557,3.542281490354071e-07,3.7836871342733502e-06,6.847698159617721e-07,1.1624400713117211e-06,6.573605332960142e-06,2.33221726375632e-05
63,I'd like to add jordan rudess onto the Divertido para ninos playlist.,AddToPlaylist,AddToPlaylist,0.9999244213104248,4.884068403043784e-07,5.714431608794257e-06,1.6468936792080058e-07,4.054038527101511e-07,1.7993461369769648e-05,5.0832553824875504e-05
64,I'd like for you to add bobby brown to my enamorandose playlist.,AddToPlaylist,AddToPlaylist,0.9995017051696777,8.01111018517986e-05,4.811571125173941e-05,2.6246609650115715e-06,2.746738573478069e-06,9.642438089940697e-05,0.0002682903432287276
65,I need to add to my Infinite Indie Folk list the works of Rahim Shah,AddToPlaylist,AddToPlaylist,0.9967381358146667,2.8735088562825695e-05,2.5766123144421726e-05,4.042243745061569e-06,1.0976520570693538e-05,0.0020848000422120094,0.001107534160837531
66,add Jonathan Sprout album to my this is miranda lambert playlist,AddToPlaylist,AddToPlaylist,0.9999208450317383,2.237988496744947e-07,3.4221164241898805e-05,2.9721668681759184e-08,1.4744772443009424e-06,3.2581074265181087e-06,3.9956168620847166e-05
67,add Muzika za decu to my Crash Course playlist,AddToPlaylist,AddToPlaylist,0.9999374151229858,1.970686980712344e-06,1.034882734529674e-05,9.764681863089208e-07,2.50806006079074e-05,8.631312994111795e-06,1.5476058251806535e-05
68,Add jo stafford music to the workout twerkout playlist,AddToPlaylist,AddToPlaylist,0.9999672174453735,5.525568624875632e-08,1.2107077054679394e-05,8.028224840472831e-08,1.6885566367363936e-07,1.1357634321029764e-05,9.000510544865392e-06
69,Add Richard McNamara newest song to the Just Smile playlist,AddToPlaylist,AddToPlaylist,0.9998075366020203,5.414877364273707e-07,3.4408785722916946e-05,1.942799826792907e-06,1.348397404399293e-06,4.420872937771492e-05,0.00010998521611327305
70,Add Andy Hunter to my Evening Commute playlist.,AddToPlaylist,AddToPlaylist,0.9989814162254333,3.695263330882881e-06,2.320745807082858e-06,4.0993805328071176e-07,3.889558229275281e-06,0.00011769046250265092,0.000890626513864845
71,add the current track to my This Is Tchaikovsky playlist,AddToPlaylist,AddToPlaylist,0.9999853372573853,3.130748282842433e-08,6.8990229920018464e-06,2.3568519580408065e-08,4.956478392159624e-07,2.2906745016371133e-06,4.984837687516119e-06
72,Can I put this tune onto my sin estres playlist?,AddToPlaylist,AddToPlaylist,0.9999823570251465,8.351869951184199e-08,3.655230102594942e-06,1.2008782412920027e-08,4.5974465479048376e-07,1.5266866739693796e-06,1.1782461115217302e-05
73,Add the boy george track to the Emo Forever playlist.,AddToPlaylist,AddToPlaylist,0.9997678399085999,3.9824936948207323e-07,1.3859506907465402e-05,1.6325171827702434e-06,3.4994163797819056e-06,0.00018988385272677988,2.2873247871757485e-05
74,Add jack white to my playlist This Is Shakira,AddToPlaylist,AddToPlaylist,0.9999411106109619,5.5829911360660844e-08,5.711911853722995e-06,5.754371912303213e-08,1.1217175455158213e-07,7.09330424797372e-06,4.585063288686797e-05
75,add this song by Too Poetic to my Piano Ballads playlist,AddToPlaylist,AddToPlaylist,0.9999904632568359,3.378899293693394e-08,3.193615384589066e-06,2.2141121291952004e-07,5.326114660419989e-07,1.1531911923157168e-06,4.408862423588289e-06
76,add Farhad Darya songs in virales de siempre,AddToPlaylist,AddToPlaylist,0.9989410042762756,5.644285192829557e-05,0.00011402759264456108,0.0002666236541699618,6.171782297315076e-05,0.00017904704145621508,0.00038113826303742826
77,add this track to my Hands Up playlist,AddToPlaylist,AddToPlaylist,0.9999909400939941,5.9504681182431796e-09,2.418185260921746e-07,1.0586330034811908e-08,5.3026031565650555e-08,6.0853585637232754e-06,2.648806002980564e-06
78,Add the track to the drum & breaks playlist.,AddToPlaylist,AddToPlaylist,0.9998666048049927,1.6664138513533544e-07,1.7187778666993836e-06,2.907522116402106e-07,1.8658811313798651e-06,6.13701922702603e-05,6.802260031690821e-05
79,Add millie corretjer to the rhythm playlist,AddToPlaylist,AddToPlaylist,0.999809205532074,1.137928279604239e-06,7.588786684209481e-05,1.4436614037549589e-06,3.092422048212029e-06,3.847886182484217e-05,7.075152097968385e-05
80,Add Recalled to Life to This Is Alejandro Fernandez,AddToPlaylist,AddToPlaylist,0.9954159259796143,1.5268386050593108e-05,0.00037309338222257793,8.479200914734975e-06,0.00011451944010332227,0.0035936767235398293,0.00047910388093441725
81,Add Michael Wittig music to Country Icon playlist,AddToPlaylist,AddToPlaylist,0.9980576634407043,5.387144028645707e-06,0.0006974262651056051,0.00012145380605943501,4.2652495721995365e-06,0.0008990244241431355,0.0002147796913050115
82,add Highway Patrolman in my playlist this is al green,AddToPlaylist,AddToPlaylist,0.9997478127479553,7.114738878044591e-07,3.534386632964015e-05,3.3777399721657275e-07,5.3842072702536825e-06,2.367246815992985e-05,0.0001866022648755461
83,add A Very Cellular Song to masters of metal playlist,AddToPlaylist,AddToPlaylist,0.9997552037239075,7.795442797942087e-06,3.471045783953741e-05,5.404789590102155e-06,3.579483745852485e-05,7.251867646118626e-05,8.852213068166748e-05
84,Add Toyan to my Epic Gaming playlist.,AddToPlaylist,AddToPlaylist,0.9999121427536011,7.69099813169305e-07,5.570751909544924e-06,9.554330517858034e-07,1.1668190609270823e-06,1.8825723600457422e-05,6.060523082851432e-05
85,can you add the current tune to my Calm before the storm playlist,AddToPlaylist,AddToPlaylist,0.9998072981834412,6.686135520794778e-07,0.00015508165233768523,6.03889930061996e-07,2.8410452159732813e-06,2.419445627310779e-05,9.296906682720874e-06
86,Add Annesley Malewana album to playlist indietronic,AddToPlaylist,AddToPlaylist,0.9995018243789673,3.5902023228118196e-05,2.8976963221793994e-05,9.72250709310174e-05,9.814520308282226e-05,0.00017956321244128048,5.844883344252594e-05
87,add tommy johnson to The MetalSucks Playlist,AddToPlaylist,AddToPlaylist,0.9999326467514038,1.205707746976259e-07,1.0485210850674775e-06,2.062345885178729e-07,9.92971649793617e-07,1.0296611435478553e-05,5.458107989397831e-05
88,Please add The image of you to my playlist Crate Diggers Anonymous,AddToPlaylist,AddToPlaylist,0.9998691082000732,2.264609747726354e-06,5.104618139739614e-06,1.1030118002963718e-05,3.418320602577296e-06,8.559970592614263e-05,2.332229632884264e-05
89,"Onto jerry's Classical Moments in Movies, please add the album.",AddToPlaylist,AddToPlaylist,0.9868974685668945,3.779603139264509e-05,0.0004176668880973011,1.0412818483018782e-05,6.279852823354304e-05,0.0009546691435389221,0.011619171127676964
90,Add the album to the The Sweet Suite playlist.,AddToPlaylist,AddToPlaylist,0.9996073842048645,2.2567094219994033e-06,1.0433853276481386e-05,5.8756118050951045e-06,1.410411005053902e-05,0.00016882302588783205,0.00019112903100904077
91,Please add some Pete Townshend to my playlist Fiesta Hits con Lali,AddToPlaylist,AddToPlaylist,0.9993467926979065,8.632440585643053e-05,4.2730829591164365e-05,0.00012752556358464062,3.6015012483403552e-06,0.00024613802088424563,0.00014689206727780402
92,Add a track to playlist Cena con Amigos,AddToPlaylist,AddToPlaylist,0.9997486472129822,4.756355792778777e-06,5.857508313056314e-06,3.933771495212568e-06,1.6159514416358434e-05,8.425610576523468e-05,0.00013636522635351866
93,Add this artist to fairy tales playlist,AddToPlaylist,AddToPlaylist,0.9999748468399048,9.471330741916972e-08,2.2053966404200764e-06,7.581206773465965e-08,4.9508921620144974e-06,1.5149707905948162e-06,1.6264917576336302e-05
94,Add the song to the Mac 'N Cheese playlist.,AddToPlaylist,AddToPlaylist,0.9990254640579224,7.2271145654667635e-06,4.523661118582822e-06,5.483340646605939e-05,4.417874151840806e-05,0.0007178474916145205,0.00014591649232897907
95,"To the travelling playlist, please add this David Gahan song.",AddToPlaylist,AddToPlaylist,0.9998370409011841,6.449715783674037e-07,1.548705404275097e-05,3.616694357333472e-06,1.2541128853627015e-05,9.460715227760375e-05,3.603888035286218e-05
96,Put petar georgiev kalica onto the Old School Hip Hop playlist.,AddToPlaylist,AddToPlaylist,0.9988009929656982,0.00012567784870043397,0.00016936063184402883,0.00025176009512506425,0.00021270901197567582,0.000215937354369089,0.00022359717695508152
97,Add the album to the hot 50 playlist.,AddToPlaylist,AddToPlaylist,0.9994218349456787,1.4883786434438662e-06,7.028753316262737e-05,1.3371808563533705e-05,0.0004258982662577182,1.1077279850724153e-05,5.603928002528846e-05
98,Add The Famous Flower of Serving-Men to my evening acoustic playlist.,AddToPlaylist,AddToPlaylist,0.9988835453987122,0.00011195758997928351,2.300093365192879e-05,1.7092155758291483e-05,3.0271141440607607e-05,0.0004605135472957045,0.0004736144910566509
99,Can you put this song from Yutaka Ozaki onto my this is miles davis playlist?,AddToPlaylist,AddToPlaylist,0.9997289776802063,4.1039780285245797e-07,0.0002358201745664701,3.4892664189101197e-06,2.3443035388481803e-06,1.1281862498435657e-05,1.7620162907405756e-05
100,I want to book a joint close by the naomi's hostel for a meal for 8 people.,BookRestaurant,BookRestaurant,7.474458385559046e-08,0.9999638795852661,3.281817498645978e-06,8.144404091581237e-06,1.4010000995767768e-05,3.7688134852942312e-06,6.850326371932169e-06
101,I would like to book a restaurant in Tanzania that is within walking distance for my mom and I,BookRestaurant,BookRestaurant,1.0146170126290599e-07,0.9999884366989136,3.8524788692484435e-07,3.362248662597267e-06,6.803713858971605e-08,1.8529448198023601e-06,5.817805231345119e-06
102,book spot for four at a indoor pub within the same area of Louisiana in one minute,BookRestaurant,BookRestaurant,3.9909895122036687e-07,0.9999217987060547,4.026551323477179e-05,8.925651854951866e-06,1.048311241902411e-05,9.6680048500275e-07,1.7160122297354974e-05
103,I want to book a restaurant for five people in Sri Lanka.,BookRestaurant,BookRestaurant,9.73433031958848e-08,0.9999899864196777,3.1570302780892234e-06,1.3465974006976467e-06,1.1073237828895799e-06,1.107105276787479e-06,3.2879490845516557e-06
104,Book a reservation for nine people at the best pub nearby Tangier in six months,BookRestaurant,BookRestaurant,4.026598166007034e-09,0.9999973773956299,1.0097841141032404e-07,1.7956315332412487e-06,4.85415228013153e-07,1.4715317853131182e-08,1.909782554321282e-07
105,Book spot for 9 at Thurmont,BookRestaurant,RateBook,0.000288526265649125,0.2647160291671753,0.009187850169837475,0.014096036553382874,0.7098097801208496,0.0002773638698272407,0.0016243609134107828
106,Book a reservation for my mommy and I at a restaurant in Central African Republic,BookRestaurant,BookRestaurant,2.018111455726057e-09,0.9999991655349731,1.335344279596029e-08,4.301388969452091e-07,1.5899985328360344e-07,1.3220950556558364e-08,1.6883836906345095e-07
107,I would like to book a highly rated restaurant for a party of ten.,BookRestaurant,BookRestaurant,6.138253905163538e-09,0.9999983310699463,2.7368281863004995e-08,6.313462677098869e-07,3.1242910836226656e-07,4.9871420770841723e-08,6.683982292088331e-07
108,Book me a reservation for a party of 3 at a pub in Northern Mariana Islands,BookRestaurant,BookRestaurant,3.754679678280581e-09,0.9999979734420776,9.896400143816209e-08,8.395718396059237e-07,1.0844133839782444e-06,3.499098566450698e-09,3.925681824057392e-08
109,I want to book a top-rated brasserie for 7 people.,BookRestaurant,BookRestaurant,1.5085866778008494e-07,0.9999619722366333,1.3241847227618564e-06,7.785571369822719e-07,3.282366742496379e-05,2.452555065701745e-07,2.7150354071636684e-06
110,"Book me and my nieces a reservation for a seafood restaurant in Cle Elum, NE on ascension day",BookRestaurant,BookRestaurant,1.2778862412687886e-09,0.9999973773956299,8.149403818435985e-09,2.295592366863275e-06,2.591012560060335e-07,1.689167383744916e-08,5.6479557031252625e-08
111,need a table somewhere in Quarryville 14 hours from now,BookRestaurant,BookRestaurant,7.708432531217113e-05,0.8893158435821533,0.10527260601520538,0.0035253497771918774,0.0011452914914116263,0.00029209250351414084,0.0003717491927091032
112,Please book me a table at a pizzeria with a parking facility in Ghana.,BookRestaurant,BookRestaurant,5.679499963662238e-07,0.9999701976776123,5.812575182062574e-06,5.412297014117939e-06,1.075824457075214e-06,7.033809197309893e-07,1.6185400454560295e-05
113,I need a table for 4; please confirm the reservation.,BookRestaurant,BookRestaurant,1.3157259672880173e-06,0.9996228218078613,2.1445323454827303e-06,6.455818947870284e-06,0.0003486913628876209,3.239909460717172e-07,1.820429133658763e-05
114,Book me a reservation for the best bistro,BookRestaurant,BookRestaurant,1.1973631330874923e-07,0.9999810457229614,1.742436438689765e-06,3.1254007808456663e-06,4.2252045204804745e-06,6.595585659852077e-07,9.071331987797748e-06
115,Book a reservation for an osteria restaurant for 4 people on november 4,BookRestaurant,BookRestaurant,6.465649127207485e-10,0.9999847412109375,4.838139133767072e-08,4.1215744772671314e-07,1.4733845091541298e-05,4.010206389182258e-09,1.1005837308175614e-07
116,I want to eat a delicatessen in thirteen hours that serves eastern european food,BookRestaurant,BookRestaurant,6.770752634110977e-07,0.9998493194580078,1.748905015119817e-05,3.672995444503613e-05,3.744329887922504e-06,1.1068455933127552e-05,8.100848936010152e-05
117,Book seven in neighboring Moorpark,BookRestaurant,BookRestaurant,0.003240184625610709,0.9064265489578247,0.00369536061771214,0.010313005186617374,0.003913361579179764,0.019064992666244507,0.05334647372364998
118,Book a table for 12 am. at our step mother's secondary residence within walking distance for one,BookRestaurant,BookRestaurant,1.7327005252809613e-07,0.9998123049736023,3.5501188904163428e-06,0.00011435399210313335,6.030861186445691e-05,8.213598448492121e-06,1.198363406729186e-06
